date	likes	retweets	text	username
Tue Jun 12 17:53:54 +0000 2018	48	7	Happy Birthday, President @GeorgeHWBush! You are an inspiration to me and so many others. I hope you have a great day! https://t.co/80U12ws9hB	DarrellIssa
Thu Jun 14 19:36:50 +0000 2018	7	1	Happy #FlagDay2018! 241 years ago, the American flag was adopted as a symbol of our nation's freedom and liberty! https://t.co/aGHdsXWGt6	daveloebsack
Wed Jun 13 20:36:34 +0000 2018	0	6	RT @boblatta: .@HouseCommerce #SubCommTech approved legislation, the Precision Agriculture Connectivity Act, authored by myself and @davelo…	daveloebsack
Wed Jun 13 18:21:18 +0000 2018	0	4	RT @GPS4Life: The GPS Innovation Alliance @GPS4Life applauds the #SubCommTech for advancing bipartisan legislation that recognizes the crit…	daveloebsack
Wed Jun 13 15:10:34 +0000 2018	9	5	"Today marks the 10th Anniversary of the Floods of 2008 that devastated many homes, businesses and communities across Eastern Iowa. As we remember the damage, let's also remember the sense of community that was displayed in the time of need. 
https://t.co/X2NJWBEte2"	daveloebsack
Wed Jun 13 14:19:42 +0000 2018	1	1	Thanks for coming by and discussing the farm bill! https://t.co/8XiqXVzWVb	daveloebsack
Fri Jun 15 14:55:43 +0000 2018	5	4	Today, the Administration announced their intent to levy tariffs against certain imports from China. See my statement on this announcement here: https://t.co/8RSGJvyxo6	davereichert
Thu Jun 14 22:45:00 +0000 2018	4	1	Great meeting with Jamaican Ambassador @AmbassadorMarks to discuss the importance of the partnership between our two countries. https://t.co/dihKN9IAOj	davereichert
Thu Jun 14 21:22:43 +0000 2018	2	2	To protect our communities and families from the opioid crisis, I am proud that the House passed the STOP Act which helps to stop illicit synthetic opioids from coming into the country through the international mail system. https://t.co/zoAdy6I3oa https://t.co/032Q4QMd7E	davereichert
Thu Jun 14 20:01:00 +0000 2018	6	2	"“‘Tis the star-spangled banner! Oh, long may it wave o’er the land of the free and the home of the brave!” - Francis Scott Key

#Onthisday in 1777, the Second Continental Congress adopted the American flag, making it one of the most recognizable symbols of our country. #FlagDay https://t.co/FLUEuzHvrk"	davereichert
Thu Jun 14 18:37:00 +0000 2018	2	2	It was great talking with members of the Air Line Pilots Association about what the House-passed Federal Aviation Administration Reauthorization Act means for our pilots &amp; our aviation system. https://t.co/8n6GDhGLdh	davereichert
Wed Nov 09 03:28:53 +0000 2016	46	16	It's an honor &amp; privilege to serve the citizens of the 7th District!  I'm humbled to be elected to another term. https://t.co/EuW7hekGlq	DavidRouzer
Tue Nov 08 22:30:03 +0000 2016	3	1	It’s not too late if you haven’t voted yet! There’s still time to get to the polls before they close. #Vote https://t.co/IpT9V1Sw37 https://t.co/UQvltQURmP	DavidRouzer
Tue Nov 08 17:00:18 +0000 2016	3	3	Devote a little of your lunch break to casting your vote. It won’t take long &amp; the future of America depends on it. https://t.co/IpT9V1Sw37 https://t.co/0HYaaz0Jyx	DavidRouzer
Tue Nov 08 15:52:35 +0000 2016	4	0	The future of America is on the line.  If we don't vote, we lose. Find your polling place &amp; let’s win! https://t.co/IpT9V1Sw37 https://t.co/pj1Cr4w3Xh	DavidRouzer
Mon Nov 07 22:35:48 +0000 2016	4	4	Tomorrow is the day! We must get to the polls and support @realDonaldTrump we cannot afford a HRC Presidency. https://t.co/Ob4iOHHo0l https://t.co/A6mzrAjb3C	DavidRouzer
Fri Jun 15 17:35:10 +0000 2018	3	0	Hillary blames @Comey for big loss. Then Comey becomes #Resistance hero when he spies/leaks/lies to start bogus Mueller investigation. They flock to buy his book! Now Comey back in doghouse after IG report. Dems blaming him again for troubles. Imagine many book returns...	DesJarlaisTN04
Thu Jun 14 22:41:50 +0000 2018	30	14	An executive summary of Christopher Wray's press conference today. The Director says there's no bias problem at the FBI.#NothingToSeeHere @realDonaldTrump https://t.co/AJCiz2B0FJ	DesJarlaisTN04
Thu Jun 14 21:46:10 +0000 2018	0	3	RT @RepMcCaul: #OTD in 1777, the Second Continental Congress adopted an official flag for the United States. Today, the stars and stripes s…	DesJarlaisTN04
Thu Jun 14 21:45:11 +0000 2018	0	3	RT @RepStefanik: On #FlagDay, we celebrate the adoption of our flag 241 years ago, and reflect in gratitude for all who have sacrificed for…	DesJarlaisTN04
Thu Jun 14 21:37:23 +0000 2018	6	5	New revelation in IG report: Mueller hired avid #Resistance member for legal team. Hired another in Stzrok who worked to stop Trump presidency from perch in FBI. Many more partisans. One gets sense Conflicted Counsel would have hired Nancy Pelosi if he could have.	DesJarlaisTN04
Fri Jun 15 16:07:29 +0000 2018	11	2	"Forcibly separating children from their families at the border is not only unacceptable – it's immoral.

I signed H.Res.927 because we must stand against the Trump Administration's un-American actions (https://t.co/tKJIQgbbML). https://t.co/JIi6YzmOEA"	DonaldNorcross
Thu Jun 14 18:22:43 +0000 2018	5	3	"We need to come together &amp; pass this bill to help restore workers’ rights.

I know how important this is — I fought for decades at negotiating tables as an @IBEW electrician.

Workers win when they band together &amp; use their voices to raise wages &amp; standards in the workplace. https://t.co/EVy4VsUurp"	DonaldNorcross
Thu Jun 14 18:07:10 +0000 2018	13	3	"This is ridiculous. I will continue to fight efforts to drill off our Jersey shore! 

We will not allow a BP-like oil spill in the Atlantic, &amp; we will not allow “taker” state Republicans to bully New Jersey. https://t.co/bVCJVuh3jf"	DonaldNorcross
Tue Jun 12 19:12:16 +0000 2018	18	3	"Today is another huge milestone as we top off construction of the new Camden Tower, which is certain to become a powerful symbol of the city’s rebirth &amp; a defining feature of our skyline for generations to come.

#CamdenNJ #CamdenRising #CamdenTower @CityofCamdenGov @jonyoungsr https://t.co/YUooBTBNb8"	DonaldNorcross
Mon Jun 11 18:11:00 +0000 2018	14	6	Today, the @FCC’s repeal of #NetNeutrality goes into effect, but the fight for a free &amp; open internet continues. https://t.co/ntgklKEdls	DonaldNorcross
Thu Jun 14 14:42:08 +0000 2018	14	6	As we celebrate the LGBTQ community’s lasting contributions to our country and honor their tireless fight for full equality, we must recommit ourselves to rejecting discriminatory practices and working towards a more just &amp; inclusive America. #PrideMonth https://t.co/3ocSCG4PVP	DorisMatsui
Thu Jun 14 14:25:33 +0000 2018	6	2	Wonderful to be with so many extraordinary women leaders this morning to discuss #SmartCities and the importance of fostering fully connected, well-integrated, and inclusive communities. https://t.co/kleLBwpH7J	DorisMatsui
Thu Jun 14 13:57:47 +0000 2018	0	6	"RT @leagueofcities: ""As we contemplate smart cities, we have to think about the ways invisible infrastructure connects with our physical in…"	DorisMatsui
Wed Jun 13 19:10:17 +0000 2018	15	5	A new @amprog study found the average family will pay more than $3,000 this year to cover just 5 weeks of #summercare. I cosponsor the Child Care for Working Families Act, which would support families access much needed summer child care support.	DorisMatsui
Wed Jun 13 15:31:50 +0000 2018	1	2	In the latest episode of #DishingWithDoris, @mac_clem of @digdep talks about why the fight to protect #NetNeutrality in Congress is so important for small businesses. https://t.co/SOA1RYn3qW	DorisMatsui
Fri Jun 15 17:41:36 +0000 2018	1	2	Leah and I had a great time at the Twilight Tattoo at Fort Myer this week recognizing the Soldier for Life in honor of the 243rd Birthday of the @USArmy. We even ran into the Levy County Safety Patrol group as we enjoyed the Army’s performances. https://t.co/R0j0K9nf1S	DrNealDunnFL2
Fri Jun 15 16:56:42 +0000 2018	0	1	RT @The_News_Herald: P.C. native Sargent takes command of Army medical center, school https://t.co/KuMq1g40dc	DrNealDunnFL2
Thu Jun 14 18:49:41 +0000 2018	2	3	Happy 243rd Birthday to the @USArmy - thank you to all who serve and have served this great nation! #ArmyBDay https://t.co/R7SB6Au1uP	DrNealDunnFL2
Thu Jun 14 15:47:38 +0000 2018	12	4	Happy Birthday @POTUS @realDonaldTrump! It's an honor to work with you to Make America Great Again! https://t.co/jxO3Dn1QFx	DrNealDunnFL2
Thu Jun 14 13:22:27 +0000 2018	2	2	Learn about what Congress is doing to combat the opioid epidemic --&gt; https://t.co/W6EBSff6WH	DrNealDunnFL2
Fri Jun 15 15:49:11 +0000 2018	3	2	"This week the House voted on dozens of bills to aggressively combat the #opioidcrisis. 

You can read more about our efforts at https://t.co/wFOefHgjw9 &amp; read my thoughts in the @CitizenTribune: https://t.co/molKMJv5rO"	DrPhilRoe
Thu Jun 14 19:35:59 +0000 2018	4	1	Today on #FlagDay we celebrate our national emblem and the freedom it represents. https://t.co/q0QlPuAdJC	DrPhilRoe
Thu Jun 14 16:55:17 +0000 2018	21	7	As an Army veteran, I want to wish the @USArmy a happy birthday! 243 years of Army Strong! https://t.co/6bugAiYf0j	DrPhilRoe
Wed Jun 13 21:04:00 +0000 2018	5	2	Opioids have become one of the leading causes of death in the U.S. That’s why, this week, Congress is continuing to fight the #opioidcrisis. Read more about our efforts here: https://t.co/hGIZvQzAPb https://t.co/w0KpARAGv7	DrPhilRoe
Tue Jun 12 18:52:29 +0000 2018	18	7	Yesterday, I had the pleasure of touring and meeting with employees at @meade_tractor in Kingsport. Thanks for having me! https://t.co/KjGzudBp14	DrPhilRoe
Fri Jun 15 17:55:16 +0000 2018	8	2	Last week, I spoke for an hour on the House floor about the reasons why Congress must pass my #DCStatehood bill. One is the attacks on DC gun laws by @marcorubio and @RepTomGarrett. I’ve defeated them all, but to permanently protect our gun laws, DC must become the 51st state. https://t.co/mjh9LH7BGh	EleanorNorton
Fri Jun 15 15:37:53 +0000 2018	25	8	On the 6th anniversary of #DACA, I’m standing with the more than 800 DREAMers here in DC. Grow a heart, @HouseGOP and take up the bipartisan #DREAMAct #ProtectDREAMers	EleanorNorton
Fri Jun 15 13:34:38 +0000 2018	36	7	Walking back from the House floor, I spotted DC’s #CongressionalArtCompetition stunning winning piece, as the hanging is under way in the Capitol. Congratulations again to Yuliee Wilson, a student at @DukeEllingtonDC! https://t.co/S9DL3S0e1r	EleanorNorton
Fri Jun 15 00:24:01 +0000 2018	3	3	Looking forward to seeing you at next Monday’s discussion on playing sports on the National Mall.  Public testimony from you in addition to speakers from NPS, DC DPR, the National Mall Coalition, and local sports leagues.  Come make your voice heard.  6:30pm in 2167 Rayburn. https://t.co/0Iuwd8KA28	EleanorNorton
Thu Jun 14 21:34:00 +0000 2018	19	7	The Trump administration is forcibly taking children from their parents at the border. Family unification, not family separation, has always been U.S. policy—and the American way. #FamiliesBelongTogether https://t.co/BuOFXiVSp5	EleanorNorton
Wed Apr 04 16:46:58 +0000 2018	2	2	This morning the Westside Business Association held their monthly breakfast. Today, Frost Bank presented the different banking options they offer. Luis with my office attended on my behalf. https://t.co/HqvRDsYFHl	farenthold
Sun Apr 01 20:44:22 +0000 2018	11	3	From my family to yours, Happy Easter! We wish you a blessed holiday with your family and loved ones. https://t.co/ZNMbq8OTzw	farenthold
Wed Mar 28 18:02:24 +0000 2018	4	2	At @UnitedCCChamber State of the City lunch with Mayor Joe McComb https://t.co/cZa3jUI8ee	farenthold
Tue Mar 27 18:49:53 +0000 2018	4	4	Today, the Veterans Band of Corpus Christi and the Nueces County Veterans Service Office commemorated the 50th anniversary of the Vietnam War. Nicole from my office was there. https://t.co/I4wXMEPDRv	farenthold
Tue Mar 27 00:11:39 +0000 2018	15	4	Today, Greg McCarthy from my office, who is also an Eagle Scout, presented new Eagle Scouts Jace Stevens and Aaron Bradicich with a flag flown over the U.S Capitol and a letter from me in honor of their great achievement in reaching Scoutings’ highest rank. https://t.co/ApSgcEDIaG	farenthold
Fri Jun 15 17:12:13 +0000 2018	1	1	On Monday, I’ll be holding a grants workshop for non-profits. Please consider attending to learn more about how grants can help your organization further its important work. https://t.co/eC33EGVULi	FrankPallone
Fri Jun 15 15:41:16 +0000 2018	40	17	Proud to lead the entire NJ Congressional delegation in a letter calling on House Republicans to abandon their appalling proposal to punish NJ for rejecting offshore drilling. New Jerseyans will NEVER be bullied into allowing drilling off the #JerseyShore. #KillTheDrill. https://t.co/qx7uQB7tbz	FrankPallone
Fri Jun 15 15:03:09 +0000 2018	28	9	Interesting choice for a role model. https://t.co/QrAMFddVCj	FrankPallone
Fri Jun 15 14:35:33 +0000 2018	5	5	A powerful statement from students in #Keyport. Young people are leading the way in the effort to reduce gun violence. When will House Republicans have the courage to do the same? https://t.co/xIbIn009rf	FrankPallone
Fri Jun 15 13:30:51 +0000 2018	14	5	"""Pallone &amp; @HouseDemocrats just held a news conference to demand answers from the president.But none of our congressional Republicans will publicly call on Trump to defend protections for people with pre-existing conditions,3.8 million of whom live in NJ""
https://t.co/zSD4FnBT27"	FrankPallone
Fri Jun 15 15:54:23 +0000 2018	32	8	"Chesapeake Bay is the healthiest it’s been in 33 yrs bc of the partnership between the fed/state/local govt. Yet the Trump administration has twice threatened to eliminate fed funding. I'll continue to fight for federal funding bc this program is working.

https://t.co/fs150ZMxpw"	GerryConnolly
Fri Jun 15 15:53:12 +0000 2018	0	6	RT @postlocal: The Chesapeake Bay hasn't been this healthy in 33 years, scientists say https://t.co/VhTkOuzF6q	GerryConnolly
Fri Jun 15 15:18:29 +0000 2018	14	9	Atty Gen Sessions cites bible to justify his new policy to separate undocumented children from their parents. He must have the expurgated version that deleted the Sermon on the Mount.	GerryConnolly
Fri Jun 15 14:05:15 +0000 2018	5	4	#EidMubarak to all those celebrating. Wishing you peace and good health. https://t.co/xdPB5blUxG	GerryConnolly
Fri Jun 15 14:02:09 +0000 2018	34	15	Trump wants Americans to stand up for him like North Koreans must stand for Kim Jong Un. The Orwellian era is now officially here.	GerryConnolly
Fri Jun 15 15:24:41 +0000 2018	3	2	.@OfficialCBC will be evaluating the quality of tech company reports based on whether they include attrition data and data that allows for the analysis of the intersectionality of race and gender.  #CBCTECH2020	GKButterfield
Fri Jun 15 15:21:20 +0000 2018	4	1	Transparency is critical to increasing diversity. While there’s progress to be made to increase Black representation at @Google, it is important that the company’s latest diversity report includes attrition and intersectionality data. Report: https://t.co/JWJvw2sfc0	GKButterfield
Fri Jun 15 13:54:00 +0000 2018	19	13	"This week @NCGOP unveiled a bill to eliminate last Saturday of voting, when nearly 200K voted on this day in 2016. They already proposed putting voter ID on the 2018 ballot. It's time for change. #ncpol #ncga

My piece in @TheHerald_Sun:
 https://t.co/VzXkCToBbQ"	GKButterfield
Thu Jun 14 20:20:49 +0000 2018	5	3	".@theobserver EDITORIAL: NC Republicans rush to eliminate a key Obamacare benefit.
 https://t.co/co2Q9k93kU"	GKButterfield
Thu Jun 14 18:59:21 +0000 2018	0	2	RT @NCelectriccoop: Visiting Capitol Hill is one of the most exciting and memorable parts of @NCyouthtour! Thank you to Rep. @GKButterfield…	GKButterfield
Fri Jun 15 16:38:56 +0000 2018	58	23	"👍 ""...yet another indicator pointing to an economy heating up with the unemployment rate at an 18-year low."" #TaxReform #MAGA https://t.co/AvbQrbud9G"	GOPLeader
Fri Jun 15 14:02:39 +0000 2018	0	1446	RT @IvankaTrump: By 2022, there will be 1.8 million vacant jobs in the cybersecurity field requiring skilled workers. We’re working with @u…	GOPLeader
Fri Jun 15 10:51:00 +0000 2018	0	29	RT @axios: SCOOP: Facebook execs will meet with GOP leaders today to hash out censorship complaints https://t.co/HkzcjmzPNj	GOPLeader
Fri Jun 15 01:11:00 +0000 2018	183	54	"More Americans have died from drug overdoses since the turn of the century than died in the Civil War. We cannot allow this to continue. 

Working together, we will defeat the #opioidepidemic. https://t.co/64oKJrldls"	GOPLeader
Fri Jun 15 00:31:17 +0000 2018	0	283	RT @SpeakerRyan: .@SteveScalise and the rest of the baseball team that day owe a debt of gratitude to the two Capitol Police officers who s…	GOPLeader
Fri Jun 15 13:55:18 +0000 2018	105	43	Today we commemorate the 6th anniversary of #DACA, recognizing the successes of the program &amp; all young Dreamers who continue to make positive contributions to our economy &amp; their communities. Proud to stand united w/ @HouseDemocrats in our fight to #ProtectDreamers. https://t.co/15cpC3pUbG	gracenapolitano
Thu Jun 14 13:42:31 +0000 2018	0	2536	RT @RepCummings: The @HouseGOP has spent millions investigating Clinton, yet they refuse to compel the Trump Administration to turn over do…	gracenapolitano
Wed Jun 13 21:08:13 +0000 2018	58	19	We reject Trump’s heartless decision to bar asylum to the most vulnerable victims of domestic &amp; gang violence.Seeking refuge is a human right that we must uphold!We will not turn our backs on those fleeing violence &amp; we refuse to allow Trump to redefine our core American values https://t.co/HvLWnS6jDF	gracenapolitano
Tue Jun 12 20:03:14 +0000 2018	0	14	RT @DemsEspanol: Hace dos años, 49 vidas fueron arrebatadas y muchas otras destruidas por el ataque contra la comunidad LGBTQ en el club no…	gracenapolitano
Tue Jun 12 17:46:27 +0000 2018	6	5	Today, June 12, we recognize the 1st International #NASHDay to raise awareness about Nonalcoholic Steatohepatitis (NASH), a severe &amp; widespread liver disease that is silent in nature. NASH affects up to 30 million Americans. Learn more at https://t.co/AFEm1lCm9B.	gracenapolitano
Tue Jun 12 18:59:42 +0000 2018	55	14	Enjoyed spending time with President Tsai after she generously decorated me with the Order of the Brilliant Star. https://t.co/XdN97CW2fB	GreggHarper
Tue Jun 12 14:10:49 +0000 2018	0	220	RT @iingwen: I have a great pleasure to decorate Congressman @GreggHarper, a good friend of #Taiwan. Thank you for defending the values of…	GreggHarper
Mon Jun 11 23:12:29 +0000 2018	0	13	RT @MOFA_Taiwan: Minister Wu and @GreggHarper shared an enjoyable &amp; productive meeting today. We’re grateful for the #US rep’s visit &amp; stau…	GreggHarper
Mon Jun 11 23:11:00 +0000 2018	13	2	The opening of the new AIT headquarters shows how important our relationship is to the US. https://t.co/1tSa0d2mAE	GreggHarper
Mon Jun 11 05:31:36 +0000 2018	0	888	"RT @SECNetwork: BULLDOGS WIN!!!!!

MISSISSIPPI STATE IS HEADED BACK TO OMAHA!!!!! https://t.co/ayHOVR85we"	GreggHarper
Mon Apr 09 13:20:48 +0000 2018	0	11	"Gotta love those weather station reviews
https://t.co/EXoKwCSMWY
#weatherstation #reviews"	GregoryMeeks
Sat Feb 24 02:25:01 +0000 2018	0	3	"Best Blog on Weather Station Reviews on brands like AcuRite, Ambient, etc

https://t.co/Zeb8OHhkbp

#weather #review"	GregoryMeeks
Fri Feb 23 02:25:09 +0000 2018	0	3	"The U.S. Is On Pace For A Lousy Olympics

#southkorea #winterolympics"	GregoryMeeks
Thu Feb 22 02:25:05 +0000 2018	0	3	"Climate change will accelerate extreme weather events in the coming years

#weather #climate"	GregoryMeeks
Wed Feb 21 02:25:02 +0000 2018	0	2	"China’s tech industry is catching up with Silicon Valley

At its present pace, China is still 10-15 years away from reaching tech parity with America. But for American tech firms, the time to get paranoid is now.

#siliconvalley #china #news"	GregoryMeeks
Fri Jun 15 14:46:59 +0000 2018	13	4	I will not let up on my efforts to defend Southwest Washington families against costly commutes. https://t.co/cwZvBJKL4z	HerreraBeutler
Thu Jun 14 17:45:29 +0000 2018	2	0	https://t.co/CXG5o4IEbY	HerreraBeutler
Thu Jun 14 17:45:29 +0000 2018	13	2	Craft breweries &amp; distilleries are booming in our region, and Indian tribes should be allowed to tap into these same economic opportunities as everyone else. It’s good to have @SenatorCantwell &amp; @PattyMurray join me in this effort so that we can repeal this antiquated ban.	HerreraBeutler
Wed Jun 13 18:35:34 +0000 2018	18	4	I was pleased to have the opportunity to talk about my bipartisan bill to help prevent maternal deaths in Southwest Washington and around the country. Thank you @thehill for inviting me to participate at yesterday's event. https://t.co/WVGrzqheIu	HerreraBeutler
Wed Jun 06 22:13:38 +0000 2018	10	1	Today I took action to halt a backward plan that has little basis in science, but would have an enormous and devastating impact on Pacific &amp; Wahkiakum Co. residents. Read more here: https://t.co/iN9tqVLDz0	HerreraBeutler
Fri Jun 15 15:45:00 +0000 2018	8	6	Artificial intelligence is the path to a more efficient and effective government. Learn why we lose out in millions in taxpayer dollar savings each day we wait to use #AI in my latest op-ed in @FortuneMagazine → https://t.co/krsFKoKUHH	HurdOnTheHill
Thu Jun 14 21:45:00 +0000 2018	13	2	For 243 years today, the brave men and women of our nation's Army have stood ready to meet any challenge to protect our freedoms and keep Americans safe #ArmyBDay https://t.co/lklBicJpTA	HurdOnTheHill
Thu Jun 14 18:25:00 +0000 2018	14	5	Here's to the stars and stripes, and to the Republic for which our nation's flag stands #FlagDay https://t.co/W7DN9zyzMN	HurdOnTheHill
Thu Jun 14 15:50:00 +0000 2018	13	7	It only takes 45 minutes to save a life. If you are able, I encourage you to #GiveBlood and #ShareLife today on #WorldBloodDonorDay. @connectforlife https://t.co/xDqhmZtUQ9	HurdOnTheHill
Thu Jun 14 00:00:01 +0000 2018	12	5	North Korea still has the ability to be a nuclear threat. We're only going to find out one way if they're serious about trying to denuclearize, and that's over time. https://t.co/2j1eQSPbjY	HurdOnTheHill
Thu Jun 14 21:47:07 +0000 2018	7	2	"Join me in the international fight against doping in sports.

https://t.co/UGKRlBXsUY"	JacksonLeeTX18
Thu Jun 14 21:46:27 +0000 2018	52	6	#ButHerEmails https://t.co/i83ceqTvek	JacksonLeeTX18
Thu Jun 14 00:54:07 +0000 2018	42	10	Congratulations to the newly elected Mayor of San Francisco @sfgov @LondonBreed on her victory! Madam Mayor make us proud!!	JacksonLeeTX18
Thu Jun 14 00:49:56 +0000 2018	0	43	RT @civilrightsorg: This is what standing up for our humanity looks like. Thank you @RepLouCorrea, @RepZoeLofgren, @RepJimCosta, @RepGwenMo…	JacksonLeeTX18
Wed Jun 13 22:50:09 +0000 2018	122	63	"Congresswoman Sheila Jackson Lee calls on the Faith Community to help stop the horror of child separation.  The fight for our families continues - learn about what's happening at our southern border and speak with one voice: #NotInMyName #Immigration
 
https://t.co/k48wfNcawg"	JacksonLeeTX18
Fri Jun 15 17:19:10 +0000 2018	0	0	@cathysloanva Yes!	jahimes
Fri Jun 15 16:17:15 +0000 2018	99	23	Yesterday, I introduced the SAFETY Act to encourage smart-gun technology. Crimes with stolen guns, accidents, child death - all could be reduced. And we do it with incentives, not mandates. Everyone should be able to support this life-saving measure.	jahimes
Wed Jun 13 23:36:14 +0000 2018	0	574	"RT @MikeGrunwald: Iran Deal: Promises are insufficient, even verification proves nothing.
North Korea deal: Promises are awesome, verificat…"	jahimes
Wed Jun 13 20:43:11 +0000 2018	3227	1237	"We’ve forgotten some fundamental truths lately:

Protests are supposed to make you uncomfortable.

Reporters are supposed to ask probing and annoying questions.

Citizens are supposed to challenge their government.

Messy? Yup. Democracy? Yup."	jahimes
Wed Jun 13 01:54:59 +0000 2018	134	36	“The United States of America is a nation of immigrants and a nation of decency. Immigrants are an economic, moral and spiritual strength of this country and need to be treated as people.” https://t.co/USYIxkMtAC	jahimes
Thu Jun 14 16:51:41 +0000 2018	12	5	Happy #Pride Month! https://t.co/PHMCNw6vUk	janschakowsky
Thu Jun 14 14:02:23 +0000 2018	0	2536	RT @RepCummings: The @HouseGOP has spent millions investigating Clinton, yet they refuse to compel the Trump Administration to turn over do…	janschakowsky
Wed Jun 13 21:57:15 +0000 2018	205	91	"UPDATE on today’s #FamiliesBelongTogether action and civil disobedience.

The Trump Administration’s policy institutionalizing child abuse is a new low, even for them. We won’t stop fighting back. https://t.co/dVhLyrknCX"	janschakowsky
Wed Jun 13 21:51:23 +0000 2018	0	53	RT @RepEspaillat: #FamiliesBelongTogether &amp; we stand united to protect #immigrant youth! @RepEspaillat⁩ ⁦@RepGutierrez⁩ ⁦@repjohnlewis⁩ ⁦@R…	janschakowsky
Wed Jun 13 21:51:14 +0000 2018	0	48	RT @RepGutierrez: Thank you @RepEspaillat and all our allies @janschakowsky @repjohnlewis @repjoecrowley @RepRaulGrijalva @RepJimmyGomez @R…	janschakowsky
Fri Jun 15 15:58:14 +0000 2018	0	156	"RT @FoxBusiness: .@jasoninthehouse: ""The IG report that came out I think really showed the animus and the aggressive nature... It's a sad d…"	jasoninthehouse
Fri Jun 15 12:35:42 +0000 2018	258	34	With @3doorsdown today on @foxandfriends foxnews… https://t.co/aa46zmR4W4	jasoninthehouse
Fri Jun 15 12:01:47 +0000 2018	0	5800	RT @foxandfriends: .@jasoninthehouse: All of this started because Hillary Clinton set up her private server https://t.co/rLzjDRxxxm	jasoninthehouse
Fri Jun 15 12:01:29 +0000 2018	0	440	RT @foxandfriends: .@jasoninthehouse: Anonymous FBI employees in DOJ IG report need to be unmasked. They need to be held accountable. https…	jasoninthehouse
Fri Jun 15 11:59:39 +0000 2018	0	152	RT @FoxFriendsFirst: “The American people have been losing because the most trusted law enforcement agency in the world...they have been en…	jasoninthehouse
Thu Jun 14 22:38:45 +0000 2018	2	2	It was a pleasure to join Sheila Liaugminas on Relevant Radio for a productive discussion on the recent developments with North Korea. @ACloserLookShow @sheilareports https://t.co/NxgRgCFpBq	JeffFortenberry
Thu Jun 14 22:35:57 +0000 2018	4	2	Today celebrates 243 years of service by the United States Army. The force has grown and the tactics have changed, but the spirit remains. #ArmyBDay @USArmy	JeffFortenberry
Thu Jun 14 22:31:41 +0000 2018	3	2	Great to meet with the Nebraska Rural Electric Association! It was great to answer their questions on what it’s like to be a Member of Congress and offer my insights of the federal government. @NPPDnews #Energy https://t.co/k0bupPqGhX	JeffFortenberry
Thu Jun 14 22:28:28 +0000 2018	4	3	I have been working with my Congressional colleagues to fund a robust national defense architecture. I recently spoke before the Appropriations committee to explore replacing our aged Open Skies Treaty aircraft vital for international arms control. https://t.co/9Z58Uge1I1 https://t.co/yrzDEtkrvn	JeffFortenberry
Thu Jun 14 16:31:07 +0000 2018	0	166	"RT @FoxNews: .@JeffFortenberry: ""I think the president's actions here are bold, they're historic."" #Tucker https://t.co/Tf04Fr41AM https://…"	JeffFortenberry
Fri Jun 15 17:02:56 +0000 2018	0	210	"RT @FoxBusiness: .@Jim_Jordan on Peter Strzok: ""The president's right, he shouldn't be working at the @FBI."" https://t.co/ARRWWTEXW7"	Jim_Jordan
Fri Jun 15 16:53:01 +0000 2018	3516	1566	"President Trump is right. We need to pass an immigration bill that’s consistent with the mandate of the 2016 election:

-Secure our borders
-Build the wall
-End chain migration
-End the visa lottery
-Stop sanctuary cities
-Reform asylum laws"	Jim_Jordan
Fri Jun 15 02:17:32 +0000 2018	0	278	RT @CuomoPrimeTime: “Really… I mean Chris, come on.” GOP Rep. Jim Jordan responds with incredulity to the IG's statement that five biased F…	Jim_Jordan
Fri Jun 15 00:55:42 +0000 2018	0	3251	RT @HouseJudiciary: In reviewing this report it is clear the FBI and DOJ withheld relevant text communications between Lisa Page and Peter…	Jim_Jordan
Thu Jun 14 23:33:20 +0000 2018	0	16367	RT @realDonaldTrump: Happy #FlagDay🇺🇸 https://t.co/KEUMfnoHIv	Jim_Jordan
Fri Jun 15 16:46:51 +0000 2018	9	3	On the 6th Anniversary of the #DACA program’s establishment, I pledge to continue fighting for legislation that will protect #Dreamers.	JimLangevin
Fri Jun 15 16:35:35 +0000 2018	3	1	Proud to see Democrats score another victory @thehillbaseball game last night. Even more proud to see @SteveScalise starting at second base during an evening of bipartisanship to raise money for charity. #CBG18	JimLangevin
Thu Jun 14 19:32:40 +0000 2018	2	1	"Today, I introduced the Safe Home Act w/ @RepTomMarino to make it clear that child welfare authorities can investigate cases of “rehoming”. 

https://t.co/9zwy4sa4er https://t.co/3UhNASJ6La"	JimLangevin
Thu Jun 14 18:10:49 +0000 2018	3	2	Enjoyed meeting with @RISD’s Denali Tiller and hearing powerful stories from the families featured in RI-based documentary @TreMaisonDasan. https://t.co/6tPmaSwSgK	JimLangevin
Thu Jun 14 17:43:55 +0000 2018	7	1	Today and every day, we honor the American flag and the ideals of liberty and equality that it represents. #HappyFlagDay https://t.co/C9yFj7pJqz	JimLangevin
Fri Jun 15 16:48:06 +0000 2018	0	1	Rep. Sensenbrenner Introduces Bill to Alleviate Doctor Shortage in Underserved Communities https://t.co/SsToNo3cuY	JimPressOffice
Fri Jun 15 16:47:50 +0000 2018	0	1	Rep. Sensenbrenner-Backed Legislation to Fight Synthetic Opioids Clears House https://t.co/3krJsWQlTR	JimPressOffice
