date	likes	retweets	text	username
Fri Jun 15 13:52:41 +0000 2018	0	10	RT @HouseJudiciary: There are too many tragic stories, too many lives destroyed by #opioids.  @HouseGOP is fighting the #opioidcrisis head…	JimPressOffice
Thu Jun 14 13:18:25 +0000 2018	6	1	https://t.co/rEird7cEw4	JimPressOffice
Tue Jun 12 13:01:09 +0000 2018	0	63	RT @HouseGOP: RT to wish #41 a very happy birthday! https://t.co/liKJiDqrLJ	JimPressOffice
Fri Jun 15 16:30:25 +0000 2018	0	38	RT @LissandraVilla: I asked @GreyhoundBus about this letter, and a spokesperson told me they are discussing internally. Here’s the statemen…	JoaquinCastrotx
Fri Jun 15 16:12:30 +0000 2018	0	148	RT @repcleaver: The #DACA kids weren't enough, so they found some more hostages. https://t.co/iwibXtsZcL	JoaquinCastrotx
Fri Jun 15 15:03:44 +0000 2018	196	98	#Dreamers are our teachers, our servicemembers, our students, and our nation’s future. On the 6th anniversary of #DACA today, we must continue forging a path forward for our nation's #Dreamers that is not tied directly to funding for a border wall. https://t.co/7FGoKM5whP	JoaquinCastrotx
Fri Jun 15 13:41:43 +0000 2018	0	17464	RT @chrislhayes: .@RAICESTEXAS SAYS THERE ARE PARENTS WHO HAVE BEEN WAITING ***FOUR MONTHS*** POST-DEPORTATION FOR THE US TO RETURN THEIR B…	JoaquinCastrotx
Fri Jun 15 13:38:11 +0000 2018	0	36	RT @annmariepoli: Mr. Castro is right. It was Trump's practice in business to drop bombs then take advantage during clean up. These childre…	JoaquinCastrotx
Thu Jun 14 16:33:08 +0000 2018	3	3	Sound on! Team Carter has a very special message for the @USArmy today! #ArmyBDay #GoArmy https://t.co/fCIrRUd8U1	JudgeCarter
Wed Jun 13 16:57:31 +0000 2018	0	11	RT @WaysandMeansGOP: As temperatures go ⬆️ the price of air conditioning is going ⬇️ – just in time for summer 😎 utility bills have been lo…	JudgeCarter
Wed Jun 13 14:46:48 +0000 2018	1	1	In 2016, 2,831 lives were lost as a result of opioid overdoses in Texas. This week, the House is taking action to help combat the #OpioidEpidemic . Learn more at https://t.co/MYTu3BbPyQ https://t.co/UhHAM88nlQ	JudgeCarter
Tue Jun 12 01:15:20 +0000 2018	0	1421	RT @NBCNews: BREAKING: President Trump and Kim Jong Un meet and shake hands to open a historic summit between the leaders in Singapore. htt…	JudgeCarter
Fri Jun 08 18:22:32 +0000 2018	9	2	The #VAMissionAct will greatly improve health care for our #veterans, and my language within the legislation will ensure that no other veteran is ever denied life-saving transplant coverage because their organ donor is not a veteran. https://t.co/rny6Ochuru	JudgeCarter
Thu Jun 14 23:51:41 +0000 2018	0	4406	RT @SteveScalise: I’m back in the game. https://t.co/zs9xsiPd8p	JudgeTedPoe
Thu Jun 14 20:45:09 +0000 2018	10	2	Today, we honor the most recognizable symbol of our democracy: the United States flag. Old Glory honors the sacrifice of American men and women who died for the country, guides us to make tough decisions today, and inspires future generations to... https://t.co/u0Gyl6XVjD	JudgeTedPoe
Thu Jun 14 16:11:45 +0000 2018	0	5	RT @ARAMAC_DC: “Turkey is moving away from democratic principles...” @JudgeTedPoe - meanwhile, Armenia is at the height of democracy! @Hous…	JudgeTedPoe
Thu Jun 14 15:33:44 +0000 2018	10	4	Happy Birthday 243rd birthday to the U.S. Army! Yesterday, I attended an early birthday celebration with Cheif of Staff to the Army, General Mark Milley. The U.S. Army is a vital component of our democracy. They have... https://t.co/HUEDqLRH7R	JudgeTedPoe
Wed Jun 13 18:12:25 +0000 2018	0	1	"RT @brentclanton: .@LanceRoberts w @JudgeTedPoe: ""The days of lifting sanctions [on North Korea] are over. I don't trust anybody--too many…"	JudgeTedPoe
Fri Jun 15 11:59:03 +0000 2018	15	7	How can the VA best serve our veterans without nearly a dozen key leaders in place? Yesterday, I spoke on House floor to demand that the President prioritize identifying, properly vetting &amp; appointing the leaders the VA needs – because this #VacantVA is an insult to our heroes. https://t.co/dOhIBduyd1	JuliaBrownley26
Thu Jun 14 18:17:28 +0000 2018	3	4	Happy birthday, @USArmy! Without service and sacrifice of Army personnel throughout history, we would not enjoy the freedoms we have today. Thank you to brave men &amp; women who have or are currently serving our nation. https://t.co/y4Xf0L2yD0	JuliaBrownley26
Thu Jun 14 17:06:57 +0000 2018	2	0	We need serious leadership at VA to ensure it has pipeline of providers entering VA &amp; staff to ensure they are on-boarded in timely manner. I look forward to continuing to work w/ my colleagues, VA &amp; VSOs to ensure VA is able to provide the best service possible to our veterans.	JuliaBrownley26
Thu Jun 14 17:06:25 +0000 2018	4	0	The VA has more than 30,000 vacancies nationwide, which is deeply concerning and has resulted in longer waits for VA care. The dearth of leadership at the top – a direct result of President Trump’s failure to nominate qualified individuals – is only exacerbating this problem.	JuliaBrownley26
Thu Jun 14 17:05:36 +0000 2018	4	2	Yesterday, I participated in @HouseVetAffairs @VetAffairsDems hearing to discuss bills, including to improve VA’s HR department &amp; pre-medical school training programs. https://t.co/xvbEvAE1b4	JuliaBrownley26
Fri Jun 15 13:30:35 +0000 2018	359	178	While Congress is finally discussing criminal justice reform, the same Congress is trying to expand the failed war on drugs. This bill will be on the House floor this morning. Every representative who cares about liberty must vote no. https://t.co/8WGNDqMQCZ	justinamash
Fri Jun 15 12:55:43 +0000 2018	0	0	@karenfeng93 Thanks!	justinamash
Thu Jun 14 20:45:18 +0000 2018	1827	753	Government—including the FBI, NSA, and other agencies—is full of people with biases and bad judgment. They’re no different from people anywhere. Yet Rs and Ds keep reauthorizing unconstitutional legislation like the #PatriotAct and #FISA702. Stop giving government so much power!	justinamash
Thu Jun 14 18:20:37 +0000 2018	0	19	RT @libertycaucus: VOTE ALERT: HLC statement on #HR2851, Stop the Importation and Trafficking of Synthetic Analogues Act of 2017 https://t.…	justinamash
Wed Jun 13 19:25:22 +0000 2018	404	170	Happy to join @repmarkpocan on this letter. We must reclaim congressional war powers and stop these endless wars. https://t.co/2Yr6mRiHx2	justinamash
Fri Jun 15 12:30:32 +0000 2018	202	81	Citing Scripture to Defend an Immoral Immigration Policy https://t.co/G1oX6jn9gC	keithellison
Fri Jun 15 11:45:58 +0000 2018	228	102	Millionaires Controlling World's Personal Wealth is not just Greed, but It’s also Destabilizing.  https://t.co/R75GanRd5m	keithellison
Fri Jun 15 02:53:36 +0000 2018	0	292	RT @keithellison: Workers deserve a larger share of the profits they produce, and this bill will make sure they get it. https://t.co/xJzDa4…	keithellison
Fri Jun 15 02:51:47 +0000 2018	0	8056	RT @JustinTrudeau: Sending my best wishes to everyone celebrating Eid al-Fitr and the end of Ramadan. Eid Mubarak! https://t.co/nuyCfpzVbv…	keithellison
Thu Jun 14 20:16:56 +0000 2018	12	5	Read the @MNSpokesman and @insightnews https://t.co/AS7zD5oT2s	keithellison
Fri Jun 15 17:32:35 +0000 2018	1	1	Red is not just a color, it’s an acronym: Remember Everyone Deployed. Thank you to everyone involved in promoting #REDFridays in #PA12 &amp; for your patriotism &amp; unyielding support for our troops! https://t.co/UMHOw9lnEA	KeithRothfus
Fri Jun 15 16:51:28 +0000 2018	0	2	Immensely saddened by the news that @WTAE meteorologist Joe DeNardo, a Pittsburgh legend, passed away. My thoughts and prayers are with his family. https://t.co/3ndrgUYQO7	KeithRothfus
Fri Jun 15 16:25:07 +0000 2018	2	1	GREAT NEWS: The @USTreasury &amp; @IRSnews have approved multiple areas in #PA12 as Qualified #OpportunityZones under #taxreform! These zones will help spur economic growth across Western PA including parts of Aliquippa, Beaver Falls, &amp; Midland, to name a few. https://t.co/nWmqZ3Zr3c	KeithRothfus
Fri Jun 15 15:36:55 +0000 2018	2	1	ICYMI: @McDonalds’s &amp; its independent franchisees are planning to hire 10,000 new restaurant employees across #PA for the summer season. These new restaurant employees would be eligible to benefit from its education program by the end of the season. https://t.co/idKBTXMLaE	KeithRothfus
Thu Jun 14 23:01:06 +0000 2018	0	2	RT @govtrack: H.R. 6029 by @KeithRothfus passed the House yesterday (→Senate). REGROUP Act of 2018 https://t.co/U8RNvVS1c8 🏛️	KeithRothfus
Fri Jun 15 16:13:22 +0000 2018	1	1	This week, the House of Representatives took a number of bipartisan steps to address the opioid crisis head-on. Read more here about the actions we've taken: https://t.co/v4bBTUaby7	KenCalvert
Thu Jun 14 22:35:00 +0000 2018	7	2	We must take aggressive action to confront the opioid crisis. The House continues its work today on legislation to curb opioid abuse. https://t.co/wzUzWidaY0	KenCalvert
Thu Jun 14 21:15:00 +0000 2018	4	0	Can’t wait to see @SteveScalise back on the ball field tonight! https://t.co/Ezs7BW0PeX	KenCalvert
Thu Jun 14 20:23:45 +0000 2018	6	3	The violations of policy and process, and other actions highlighted in the Inspector General’s report on the FBI are highly troubling.	KenCalvert
Thu Jun 14 19:35:00 +0000 2018	11	1	On #FlagDay we celebrate our revered symbol of freedom and liberty. https://t.co/2CUfmEmb16	KenCalvert
Thu Jun 14 14:59:16 +0000 2018	24	4	I survived the Annual @RepMullin  #MensHealthWeek Workout on Capitol Hill today! But I like golf better!! https://t.co/r88mnQskV9	KYComer
Wed Jun 13 13:17:52 +0000 2018	212	5	15 Years and counting!! Happy Anniversary to the best woman in the world! My kids and I are very fortunate.  💏 https://t.co/Ms7d2dxuXN	KYComer
Tue Jun 05 22:45:48 +0000 2018	79	12	Honored to receive the American Agri-Women Champion of Agriculture Award. @Women4Ag @JennyGrain @HelenaPitcock https://t.co/HN52JegoYg	KYComer
Fri Jun 01 16:35:41 +0000 2018	20	4	Panel discussion w/my friend &amp; colleague @RepTrey Hollingsworth at @GLIAdvocacy Congressional Forum in Louisville https://t.co/ozMjK2yY9h	KYComer
Thu May 31 00:09:06 +0000 2018	0	4	RT @CSIsolutions: We were honored to welcome @KYComer to our headquarters in Paducah, Kentucky, where he spoke to a group of bankers about…	KYComer
Thu Jun 14 21:20:46 +0000 2018	0	4	RT @HouseScience: Chairman @LamarSmithTX21 and @RepBrianBabin on the new space age that their American Space Commerce Free Enterprise Act a…	LamarSmithTX21
Thu Jun 14 20:48:08 +0000 2018	2	2	It is a sad day for a very respected institution. My statement on the DOJ's Inspector General report: https://t.co/iy7PSAun56 #IGREPORTDAY	LamarSmithTX21
Thu Jun 14 14:40:21 +0000 2018	0	3382	RT @WhiteHouse: Today we honor the Stars and Stripes that fly over our country and we remember the brave men and women who paid the ultimat…	LamarSmithTX21
Wed Jun 13 19:39:47 +0000 2018	0	6	RT @txstSTARPark: Congressman @LamarSmithTX21 was presented with technologies developed by firms at STAR Park by @hortonjrwe and @adrianarc…	LamarSmithTX21
Wed Jun 13 19:35:14 +0000 2018	12	8	Thank you. It's been an honor to see @txstSTARPark grow and see first hand the innovations that are taking place there in San Marcos. I look forward to hearing about your future successes! https://t.co/DxykQdedvX	LamarSmithTX21
Mon Mar 12 17:57:02 +0000 2018	481	272	The #FlintWaterCrisis epitomized what is actually a nation-wide crisis and Federal investment in water infrastructure is needed to truly address this burgeoning problem. https://t.co/KanV3kKft5	louiseslaughter
Thu Mar 08 20:26:38 +0000 2018	172	102	It is incredibly easy to buy a gun in the United states, even compared to countries like Russia, Israel, and China. We need #commonsense action to end gun violence. https://t.co/z2aGCREmYm	louiseslaughter
Thu Mar 08 16:16:34 +0000 2018	93	48	Today, on #InternationalWomensDay2018, we recognize the many achievements of women around the world &amp; the sacrifices of those who have come before us. In the spirit of celebration, let’s pledge to continue fighting for the full range of freedoms that are every woman’s birthright. https://t.co/ts6rmgCXEV	louiseslaughter
Tue Mar 06 19:56:10 +0000 2018	39	22	President Trump’s budget would close Rochester’s Laboratory for Laser Energetics (LLE). LLE is an essential component of the @DOE, @NNSA, and the @ICF ‘s High Yield Campaign. We can’t afford to lose it! https://t.co/cuMD1A8YkT	louiseslaughter
Mon Mar 05 21:46:08 +0000 2018	27	27	Today, March 5th, was President Trump's deadline for #DACA. Six months later nothing's changed. As Ranking Member of the Rules Committee, I’ve tried to force a vote on this issue more than 20 times, but the Majority has not allowed a single vote. We can't afford to wait! https://t.co/JzOjfSE6PV	louiseslaughter
Tue Jun 12 21:12:25 +0000 2018	0	4	RT @HASCRepublicans: Chairman @mactxpress joined @FoxNews to talk North Korea today - Watch Below: https://t.co/Znpw3eQcM7	MacTXPress
Tue Jun 12 17:23:37 +0000 2018	10	6	"On May 24, 2018, the House passed the #FY19NDAA by a vote of 351 to 66. This bill puts the men and women in uniform first and is a large step in rebuilding and repairing our military.

Here is a closer look at the process leading up to the bill’s passage: https://t.co/YzEt6yP0Xx"	MacTXPress
Mon Jun 11 15:43:22 +0000 2018	6	3	Did you know that the Labor Department reported 223,000 new jobs in May? Since the tax reform was signed by the President, 1 million jobs have been created. Unemployment rates have also dropped to 3.8 percent, the lowest in 18 years.	MacTXPress
Wed Jun 06 18:10:41 +0000 2018	8	5	Yesterday, the House passed H.R. 801, the “Route 66 National Historic Trail Designation Act,” which designates Route 66 as a National Historic Trail. This stretch of highway has served an important role in supporting our district’s economy for many years. https://t.co/Am0s8TQcqp	MacTXPress
Wed Jun 06 14:32:34 +0000 2018	8	3	Today is the anniversary of D-Day. More than 160,000 Allied troops landed along the highly-protected French coastline. More than 9,000 Allied soldiers were killed or wounded. Today, we remember and honor their courage, their sacrifice, &amp; their achievement. https://t.co/0f1hLF6D13	MacTXPress
Fri Jun 15 17:47:22 +0000 2018	2	4	Every day, 115 Americans succumb to a public health crisis that sees no color, age, ethnicity, or socio-economic status. This week, @HouseGOP continued the work of the 21st Century Cures Act and voted on *38* bills this week that address the #opioidcrisis https://t.co/0bmzjb1gxj https://t.co/A7ZrOih2Lb	MarioDB
Fri Jun 15 15:01:26 +0000 2018	0	5	RT @HouseAppropsGOP: As of today, the Committee has marked up 11 of 12 bills in Subcommittee and 9 of 12 bills in Full Committee. The Commi…	MarioDB
Fri Jun 15 00:18:23 +0000 2018	11	6	#GeauxScalise 👏🏻⚾️ https://t.co/P4X0zHvLpx	MarioDB
Fri Jun 15 00:15:04 +0000 2018	1	4	Did you know: As of tonight, the House has voted on 37 bills to combat our country’s growing #OpioidCrisis? Learn more about our efforts at https://t.co/0bmzjb1gxj https://t.co/0mVYf9HL9x	MarioDB
Thu Jun 14 18:16:01 +0000 2018	60	43	Me solidarizo con los nicaragüenses en el #paropornicaragua. El régimen #Ortega los ha despojado de un proceso electoral libre, justo e independiente. Con reportes de 150+ asesinados, #Ortega y sus matones paramilitares deben detener el derramamiento de sangre y rendir cuentas.	MarioDB
Thu Jun 14 15:20:35 +0000 2018	6	3	Happy #FlagDay. Please join me today in honor of the brave men and women who have defended, and continue to defend, everything the American flag stands for. Let us all be reminded and proud of the stars and stripes as symbols of sacrifice, valor, perseverance, and justice. https://t.co/X4GkeuVPtW	MarkAmodeiNV2
Thu Jun 07 18:52:50 +0000 2018	5	4	Joining @MSNBC’s @AliVelshi LIVE around 3:10 PM ET (12:10 PM PT) to discuss the House’s attempt to take action &amp; fix our broken immigration system.	MarkAmodeiNV2
Wed Jun 06 14:52:12 +0000 2018	4	3	Headed down to a @HouseAppropsGOP full Committee markup of the FY 2019 Interior Appropriations Bill. Tune in live at 11 AM ET (8 AM PT): https://t.co/8WwiAbZJKx	MarkAmodeiNV2
Thu May 17 23:26:08 +0000 2018	27	13	Tune into @TuckerCarlson live tonight around 8:20 PM ET (5:20 PM PT) on @FOXNews. I’ll be joining him to discuss immigration reform and securing our border.	MarkAmodeiNV2
Wed May 16 13:46:35 +0000 2018	5	2	Headed down to a @HouseAppropsGOP full Committee markup of the FY 2019 Energy, Water, and Agriculture Appropriations Bill. Tune in live at 10 AM ET (7 AM PT): https://t.co/7jeEtEpsXG	MarkAmodeiNV2
Fri Jun 15 14:40:10 +0000 2018	222	64	#BuildTheWall. End chain migration. End the visa lottery. https://t.co/Z1JNPtIxZX	MarshaBlackburn
Fri Jun 15 13:47:40 +0000 2018	127	23	About to join @foxnews @americanewsroom. Tune in now! https://t.co/e5cmGDtGRC	MarshaBlackburn
Thu Jun 14 19:38:45 +0000 2018	95	27	Illegal opioids entering the US through int'l mail facilities pose serious public health threats to communities. Each year, more than 275 million packages are processed. Yesterday, the House passed my bill to enhance the FDA’s tools to stop the importation of these deadly drugs. https://t.co/yN7zCiFc2y	MarshaBlackburn
Thu Jun 14 16:24:31 +0000 2018	201	67	Today, we celebrate the adoption of the US flag in 1777. When we honor Old Glory, we remember those who have paid the ultimate sacrifice protecting our freedom. That’s why I filed a resolution last year reminding Americans that we stand during the Star-Spangled Banner. #FlagDay https://t.co/O2ZbYI4R1L	MarshaBlackburn
Thu Jun 14 15:26:26 +0000 2018	266	46	What a historic day for my good friend, @SteveScalise and the entire team. Your strength &amp; fortitude throughout the past year has inspired us all. Looking forward to tonight’s #CongressionalBaseballGame for charity – good luck to all my colleagues playing! #CBG18 https://t.co/mJ1jZF3jeg	MarshaBlackburn
Sun Jun 03 23:52:08 +0000 2018	0	32	RT @MaxineWaters: Thank you to all of the #millennials who supported our tweet-a-thon today! #VoteMaxineWaters #maxinewaters #auntiemaxine…	MaxineWaters
Sun Jun 03 23:32:46 +0000 2018	158	100	Tweet-a-thon https://t.co/oimMj7HQw2	MaxineWaters
Sun Jun 03 23:32:14 +0000 2018	137	32	Thank you to all of the #millennials who supported our tweet-a-thon today! #VoteMaxineWaters #maxinewaters #auntiemaxine #reclaimingmytime https://t.co/XuHxfaCma8	MaxineWaters
Sun Jun 03 21:44:57 +0000 2018	93	46	#VoteMaxineWaters on June 5th #reclaimingmytime #auntiemaxine https://t.co/0yZtnPX1YJ	MaxineWaters
Thu May 10 03:03:26 +0000 2018	851	244	Schoolyard bully, workplace bully, sports game bully, motorcycle bully, husband bully, and tech bully, your proud role model is the White House bully. #BeBest -mw	MaxineWaters
Thu Jun 14 23:29:55 +0000 2018	21	6	Happy birthday, President @realDonaldTrump! https://t.co/T3N3DyyKr7	michaelcburgess
Thu Jun 14 21:28:42 +0000 2018	8	2	Today I extend my thanks to @USArmy for 243 years of service to our nation. #ArmyBDay https://t.co/ItSN0T3w7U	michaelcburgess
Thu Jun 14 17:02:43 +0000 2018	0	0	Each June 14, #WorldBloodDonorDay is an annual reminder to take a moment to help our fellow Americans who are in need of a pint of blood.	michaelcburgess
Thu Jun 14 16:46:26 +0000 2018	26	8	As we mark one year since my friend Whip @SteveScalise was injured during an attack on the GOP #CongressionalBaseballGame team, I donated blood in his honor. https://t.co/Ems3n99QiN	michaelcburgess
Thu Jun 14 12:57:50 +0000 2018	11	6	Today we honor America’s Stars and Stripes, representing liberty and justice for all. #FlagDay https://t.co/69MSzYGKvX	michaelcburgess
Fri Jun 15 15:47:22 +0000 2018	5	2	Proud to join the People's House this week in passing crucial bipartisan bills to end the national #OpioidCrisis, including the STOP Act, which will halt mail shipments of synthetic #opioids into our country. Read more about our solutions: https://t.co/VHRSP8TuXw #CrisisNextDoor https://t.co/Tqa6FxroTq	MikeKellyPA
Thu Jun 14 22:50:45 +0000 2018	48	18	Earlier today I was very proud to introduce a new bipartisan bill to help fund long-overdue #infrastructure projects in our country's poorest communities — the Generating American Income &amp; Infrastructure Act (GAIIN) Act. Read much more: https://t.co/4LQrZfLXcB #jobs #GAIINAct	MikeKellyPA
Thu Jun 14 21:45:38 +0000 2018	0	14	"RT @HouseGOP: We’re committed to combating the #opioidcrisis and that can only be done through…
✓ Treatment and recovery
✓ Prevention
✓ Pro…"	MikeKellyPA
Wed Jun 13 16:27:36 +0000 2018	0	11	RT @WaysandMeansGOP: As temperatures go ⬆️ the price of air conditioning is going ⬇️ – just in time for summer 😎 utility bills have been lo…	MikeKellyPA
Tue Jun 12 20:47:56 +0000 2018	0	256	RT @StateDept: Read about the historic #SingaporeSummit between @POTUS and #NorthKorea's Chairman Kim Jong Un: https://t.co/i2DDkCcfed	MikeKellyPA
Fri Jun 15 16:06:58 +0000 2018	500	130	Six years after President Obama honored our proud history as a nation of immigrants establishing DACA protections for DREAMers, we remain committed to these bright, patriotic young people. #ProtectDREAMers https://t.co/mIMxRhTcY2 https://t.co/KxsTh1YYYv	NancyPelosi
Fri Jun 15 14:50:50 +0000 2018	2186	862	The @HouseGOP immigration proposal is simply unworthy of America. The fact that the President himself won’t sign it (because it isn’t *conservative* enough) is a sign of just how low his standards are. #ProtectDREAMers	NancyPelosi
Thu Jun 14 22:58:41 +0000 2018	940	491	One thing is clear to anyone reading the new @HouseGOP immigration bill: It is nothing more than a cruel codification of President Trump’s anti-immigrant agenda which fails to provide a permanent solution to #ProtectDREAMers. https://t.co/AARe6zfCCK https://t.co/Cbq040jhJN	NancyPelosi
Thu Jun 14 19:59:48 +0000 2018	246	125	.@SenSchumer &amp; I will discuss the release of the DOJ Inspector General’s report on activities leading up to the 2016 presidential election. Tune in here at 4:15 pm ET: https://t.co/SI6HsOQWru	NancyPelosi
Thu Jun 14 18:43:53 +0000 2018	890	483	"Over the last year, Democrats have rolled out a collection of proposals to help American families achieve the better jobs, wages, and future they deserve. Together, they’re called #ABetterDeal.

Read the plan here: https://t.co/XChhMZqiGU"	NancyPelosi
Fri Jun 15 17:42:16 +0000 2018	3	0	I will continue to work w/my colleagues in the coming months to support the #DACA program with the hope that Congress will lead where the White House has not. #ProtectDREAMers	nikiinthehouse
Fri Jun 15 17:42:16 +0000 2018	3	0	True immigration reform, which we need, will require bipartisan cooperation, not politically decisions from a White House that cruelly targets innocent children, so many of whom have strengthened the fabric of our nation.	nikiinthehouse
Fri Jun 15 17:42:16 +0000 2018	0	0	.@realDonaldTrump’s decision last year to not renew #DACA ran contrary to our nation’s fundamental values, and understandably, left many in our nation's immigrant community, and in the #MA3, anxious and fearful.	nikiinthehouse
Fri Jun 15 17:42:15 +0000 2018	4	1	6 years ago today, President Obama took the necessary steps to protect #DREAMers living in the US – for many, the only country they’ve ever known.	nikiinthehouse
Thu Jun 14 21:05:27 +0000 2018	3	0	The Greater Haverhill Foundation and the city of #Haverhill’s efforts are an excellent example of a successful public-private partnership that will drive economic development for Haverhill and the surrounding communities. https://t.co/Z7BCmBFD4z	nikiinthehouse
Fri Jun 15 16:48:20 +0000 2018	0	3	RT @AppropsDems: .@NitaLowey: It is disappointing that @HouseGOP have prioritized @POTUS’ border wall &amp; immigration policies over the healt…	NitaLowey
Thu Jun 14 21:11:57 +0000 2018	14	6	The Trump Administration’s deplorable so-called “Zero Tolerance” policy has led to significant increases in the number of children separated from their parents at the border. I condemn this unacceptable policy in the strongest terms. https://t.co/7UqOCT7pI0	NitaLowey
Thu Jun 14 20:25:04 +0000 2018	0	1	RT @NOgnanovich: Show your spirit: How to get a US  #flag that has flown over the US #Capitol.    #FlagDay #FlagDay2018 https://t.co/jq56WP…	NitaLowey
Thu Jun 14 20:20:43 +0000 2018	5	2	Happy #FlagDay! As a service to #NY17 constituents, my office can help you obtain an American flag that has flown over the U.S. Capitol! Details here: https://t.co/ImyaIwIBeZ https://t.co/T9c9lUrJmg	NitaLowey
Wed Jun 13 18:30:49 +0000 2018	6	5	"If the Speaker were serious about addressing the DACA crisis, he would allow a vote on the bipartisan legislation that’s been underway for months, not just on extreme partisan measures and legislation drafted without Democratic input. 

https://t.co/Pkr9fLn05z"	NitaLowey
Fri Jun 15 13:13:01 +0000 2018	39	7	Celebrating #ImmigrantHeritageMonth with the New Americans Caucus. As the first Central American in Congress, I'm proud to have founded this caucus with my good friend @RosLehtinen. Serving in Congress is just one of many ways that immigrants continue to make this country great! https://t.co/21zjJOTxcv	NormaJTorres
Fri Jun 15 00:03:23 +0000 2018	9	8	The more things change, the more they stay the same. I’m at the #CongressionalBaseballGame  &amp; someone slapped my 🍑 as I walked by. @KimKardashian what’s your advise? #ImAGrandma #NoRespect	NormaJTorres
Thu Jun 14 21:22:07 +0000 2018	35	14	.@JRosenworcel is right – 911 responders aren’t clerical workers. They are the very first responders and should be classified as such! We hope to have you visit @911LAPD soon! https://t.co/hDQ8gmhhZ9	NormaJTorres
Thu Jun 14 21:09:16 +0000 2018	10	6	#JeffSessions should seek the advise from @LaLecheLeagueUS. Taking a baby from it’s mother while nursing is not only traumatic for the baby but painful for the mother. https://t.co/fMmZQKarqU	NormaJTorres
Thu Jun 14 14:48:22 +0000 2018	156	94	Glad to see that the anti-corruption mission in Honduras and its partner in the Attorney General’s office are continuing their important work of investigating and prosecuting corruption in #Honduras. Keep it up! https://t.co/nKqbMZVYgJ	NormaJTorres
Fri Jun 15 18:02:16 +0000 2018	0	1	RT @NYC_SBS: #ICYMI @ForbesNewYork named us a top influencer to follow for entrepreneurs! Learn more about how we can help at https://t.co/…	NydiaVelazquez
Fri Jun 15 18:02:00 +0000 2018	0	43	"RT @NBCLatino: Puerto Rico has only received about 10% of approved federal aid. 

The official hurricane death toll is still at 64. Estimat…"	NydiaVelazquez
Fri Jun 15 17:00:00 +0000 2018	4	4	.@USOCC Comptroller Otting, the #Trump-appointed regulator charged with ensuring national banks and federal thrifts don't discriminate told @FSCDems he has never observed discrimination in this country. I’m just going to leave this right here. https://t.co/VKdzBqw4qd	NydiaVelazquez
Fri Jun 15 16:32:49 +0000 2018	0	4	RT @OxfamAmerica: Important legislation introduced that will look into what happened after #HurricaneMaria and Irma. Transparency, accounta…	NydiaVelazquez
Fri Jun 15 16:32:24 +0000 2018	0	13	RT @thebeatdc: Congresswoman Nydia Velázquez (@NydiaVelazquez) and Congressman Bennie Thompson (@BennieGThompson) intro a bill to get a “9/…	NydiaVelazquez
Fri Jun 15 15:58:04 +0000 2018	0	436	RT @SteveScalise: For the countless prayers and support on this journey — thank you. https://t.co/eNR0HPouVI	PatrickMcHenry
Fri Jun 15 13:27:14 +0000 2018	0	4	RT @NCelectriccoop: Our @NCyouthtour students enjoyed meeting with Rep. @PatrickMcHenry yesterday on Capitol Hill during their week-long tr…	PatrickMcHenry
Thu Jun 14 20:43:20 +0000 2018	11	3	Steve's recovery has been remarkable but not at all surprising knowing his faith in God, his always positive attitude, and his fighting spirit. I can't wait to see my dear friend @SteveScalise back on the field tonight! https://t.co/h5zqtpwNl9	PatrickMcHenry
Thu Jun 14 20:28:11 +0000 2018	24	3	Today is #WorldBloodDonorDay. To recognize the day &amp; the one year anniversary of the shooting that nearly took his life, I gave blood in honor of my good friend @SteveScalise. Click here to find a blood donation center near you so you can donate today → https://t.co/TgJzzFyqf3 https://t.co/eBWWHcBk0Z	PatrickMcHenry
Thu Jun 14 19:04:17 +0000 2018	6	3	On this day in 1777, the stars and stripes became the official flag of the United States. Join me in celebrating this historic day, our flag, and all it stands for. Happy #FlagDay! https://t.co/fVXM7VmVVF	PatrickMcHenry
Mon Jan 15 22:53:50 +0000 2018	317	58	To the people of Ohio’s 12th Congressional District, thank you for giving me the honor to represent you in the US House of Representatives for the last 17 years. It has been a great privilege. Thank you, and God bless you.	PatTiberi
Mon Dec 25 14:34:53 +0000 2017	81	9	Merry Christmas and happy holidays from the Tiberi family. It has been a profound honor to serve you in Congress, and I wish everyone a happy and blessed holiday season.	PatTiberi
Sat Dec 23 18:28:28 +0000 2017	30	5	Praying for the Dublin post office victims, their families, and our first responders.	PatTiberi
Tue Dec 12 20:10:34 +0000 2017	17	4	Happy Hanukkah to all those celebrating!	PatTiberi
Mon Dec 11 18:15:00 +0000 2017	14	4	Great to speak to members of the @WAChamber today with @RepBeatty. Thanks for joining us, @ColleenNBC4. https://t.co/DEqADfcQta	PatTiberi
Wed Jun 13 19:02:09 +0000 2018	0	15	RT @WaysandMeansGOP: Opioids don’t discriminate – this epidemic is affecting Americans regardless of political affiliation, socioeconomic c…	PeterRoskam
Wed Jun 13 19:01:53 +0000 2018	0	5	RT @PhRMA: .@LundbeckUS CMO and VP of U.S. drug development, Dr. Doug Williamson, met with @SenatorDurbin and @PeterRoskam staff to discuss…	PeterRoskam
Wed Jun 13 14:20:28 +0000 2018	0	5	RT @FreedomWorks: WATCH NOW: Congressman @PeterRoskam  joins us to discuss how expanding HSA contributions would make premiums more afforda…	PeterRoskam
