	date	likes	retweets	text
338	Tue Jan 09 17:11:23 +0000 2018	112335	26656	On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United… https://t.co/280ORusJ3N
339	Mon Jan 08 23:19:47 +0000 2018	104662	21912	We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and… https://t.co/f8u0wFpaHI
340	Mon Jan 08 22:59:37 +0000 2018	80813	17671	In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs,… https://t.co/biAoH3zNuZ
341	Mon Jan 08 22:58:13 +0000 2018	57658	11480	We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US.… https://t.co/KgNbFtg7XB
342	Mon Jan 08 19:06:40 +0000 2018	54213	10162	Can’t wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federation’s Annua… https://t.co/UxBD2DBv2G
343	Mon Jan 08 14:20:25 +0000 2018	131725	34474	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a… https://t.co/1SJ1vHcqfI
344	Mon Jan 08 03:24:23 +0000 2018	83011	18800	...Clinton in the WH, doubling down on Barack Obama’s failed policies, washes away any doubts that America made the… https://t.co/e3TjsBYrtb
345	Mon Jan 08 03:23:39 +0000 2018	82417	16784	“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over… https://t.co/u5Zn5BjFu1
346	Sun Jan 07 20:42:13 +0000 2018	99962	20194	The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock… https://t.co/ztq2hDJ7rr
347	Sun Jan 07 20:35:39 +0000 2018	150631	37504	The Fake News Awards, those going to the most corrupt &amp; biased of the Mainstream Media, will be presented to the lo… https://t.co/MFPjW1foo3
348	Sun Jan 07 15:15:50 +0000 2018	122992	29396	Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. W… https://t.co/eIIiydV1hR
349	Sun Jan 07 14:40:06 +0000 2018	153019	31281	I’ve had to put up with the Fake News from the first day I announced that I would be running for President. Now I h… https://t.co/Y5wqMu8WzA
350	Sun Jan 07 14:33:10 +0000 2018	81346	15452	Leaving Camp David for the White House. Great meetings with the Cabinet and Military on many very important subject… https://t.co/HHQLScpuHt
351	Sat Jan 06 12:30:51 +0000 2018	141942	34064	....to President of the United States (on my first try). I think that would qualify as not smart, but genius....and… https://t.co/X3UO2xDvEv
352	Sat Jan 06 12:27:42 +0000 2018	134513	36178	....Actually, throughout my life, my two greatest assets have been mental stability and being, like, really smart.… https://t.co/G3374En0XQ
353	Sat Jan 06 12:19:10 +0000 2018	148138	34885	Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public,… https://t.co/3RTHPrrh6n
354	Sat Jan 06 11:57:35 +0000 2018	118956	23263	Brian Ross, the reporter who made a fraudulent live newscast about me that drove the Stock Market down 350 points (… https://t.co/Cbz6nDw2l8
355	Sat Jan 06 11:49:02 +0000 2018	144281	32472	The African American unemployment rate fell to 6.8%, the lowest rate in 45 years. I am so happy about this News! An… https://t.co/CEEM2l6YHv
356	Sat Jan 06 04:32:08 +0000 2018	88463	23748	Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used… https://t.co/sk2TeLbqjo
357	Sat Jan 06 04:19:10 +0000 2018	120779	30049	Good idea Rand! https://t.co/55sqUDiC0s
358	Fri Jan 05 15:34:28 +0000 2018	79484	15812	The Mercer Family recently dumped the leaker known as Sloppy Steve Bannon. Smart!
359	Fri Jan 05 14:32:44 +0000 2018	146518	32806	Well, now that collusion with Russia is proving to be a total hoax and the only collusion is with Hillary Clinton a… https://t.co/9hkgQun4vG
360	Fri Jan 05 11:35:30 +0000 2018	122950	26977	Dow goes from 18,589 on November 9, 2016, to 25,075 today, for a new all-time Record. Jumped 1000 points in last 5… https://t.co/16TbOsy4Ri
361	Fri Jan 05 04:04:20 +0000 2018	128706	27918	The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in… https://t.co/skkiYt1Qj2
362	Fri Jan 05 03:52:53 +0000 2018	100811	23614	I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spo… https://t.co/G8tBCceHUy
363	Fri Jan 05 00:11:26 +0000 2018	93160	22150	MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk
364	Thu Jan 04 23:53:05 +0000 2018	137101	30083	Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL,… https://t.co/zKHX30vUMI
365	Thu Jan 04 15:48:04 +0000 2018	117787	23230	Dow just crashes through 25,000. Congrats! Big cuts in unnecessary regulations continuing.
366	Thu Jan 04 11:37:46 +0000 2018	117249	32678	So beautiful....Show this picture to the NFL players who still kneel! https://t.co/tJLM1tvbvb
367	Thu Jan 04 11:32:22 +0000 2018	94138	19703	With all of the failed “experts” weighing in, does anybody really believe that talks and dialogue would be going on… https://t.co/EfxwZcRmLZ
368	Thu Jan 04 11:11:45 +0000 2018	154938	40201	As Americans, you need identification, sometimes in a very strong and accurate form, for almost everything you do..… https://t.co/rjfQAe1jUJ
369	Thu Jan 04 11:02:14 +0000 2018	110875	30772	Many mostly Democrat States refused to hand over data from the 2016 Election to the Commission On Voter Fraud. They… https://t.co/1IuVCra2M1
370	Thu Jan 04 02:13:16 +0000 2018	160247	37818	MAKE AMERICA GREAT AGAIN!
371	Thu Jan 04 02:11:31 +0000 2018	106132	19737	Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. D… https://t.co/nTAj1FDp2U
372	Thu Jan 04 02:07:37 +0000 2018	68131	16613	“Some 40 U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by han… https://t.co/98ZTvwf2Pe
373	Thu Jan 04 01:06:06 +0000 2018	59690	12575	Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Chri… https://t.co/Pge01Ug6cX
374	Wed Jan 03 13:37:13 +0000 2018	147531	30098	Such respect for the people of Iran as they try to take back their corrupt government. You will see great support f… https://t.co/MhHkcH2s2A
375	Wed Jan 03 04:03:01 +0000 2018	97962	20941	“President Trump has something now he didn’t have a year ago, that is a set of accomplishments that nobody can deny… https://t.co/Cy24ZYUpBg
376	Wed Jan 03 01:05:10 +0000 2018	195976	50775	I will be announcing THE MOST DISHONEST &amp; CORRUPT MEDIA AWARDS OF THE YEAR on Monday at 5:00 o’clock. Subjects will… https://t.co/Kzvk4ErSno
377	Wed Jan 03 00:49:19 +0000 2018	497888	191129	North Korean Leader Kim Jong Un just stated that the “Nuclear Button is on his desk at all times.” Will someone fro… https://t.co/EvTgZxiji0
378	Tue Jan 02 22:37:57 +0000 2018	93781	19894	...peace treaty with Israel. We have taken Jerusalem, the toughest part of the negotiation, off the table, but Isra… https://t.co/on5fwpqknG
379	Tue Jan 02 22:37:56 +0000 2018	118236	29187	It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. A… https://t.co/noRSzexXDg
380	Tue Jan 02 22:23:41 +0000 2018	63153	12327	Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and… https://t.co/lhwHKYWFIl
381	Tue Jan 02 18:11:11 +0000 2018	70366	16197	We will not rest until all of America’s GREAT VETERANS can receive the care they so richly deserve. Tremendous prog… https://t.co/mk6RKy3ccj
382	Tue Jan 02 15:16:38 +0000 2018	87508	18476	Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard agai… https://t.co/gOK09nR4M3
383	Tue Jan 02 14:53:47 +0000 2018	77517	16466	....impartial journalists of a much higher standard, lose all of your phony and non-existent “sources,” and treat t… https://t.co/4IQrWqQMXh
384	Tue Jan 02 14:39:49 +0000 2018	79241	17904	The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Tim… https://t.co/iTRZfE0joC
385	Tue Jan 02 14:13:13 +0000 2018	88560	16171	Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there wer… https://t.co/jfJxEvzBd3
386	Tue Jan 02 14:08:56 +0000 2018	77767	17286	Sanctions and “other” pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing… https://t.co/lFl6Gb81V7
387	Tue Jan 02 13:49:23 +0000 2018	86810	15532	Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!
388	Tue Jan 02 13:44:33 +0000 2018	69452	14387	Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the… https://t.co/tmH3s3Q91a
389	Tue Jan 02 12:48:00 +0000 2018	130586	37338	Crooked Hillary Clinton’s top aid, Huma Abedin, has been accused of disregarding basic security protocols. She put… https://t.co/TAM3Zf9ovm
390	Tue Jan 02 12:09:17 +0000 2018	105683	28082	The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that Presiden… https://t.co/AjDsIsx0Gk
391	Mon Jan 01 13:37:52 +0000 2018	114474	16793	Will be leaving Florida for Washington (D.C.) today at 4:00 P.M. Much work to be done, but it will be a great New Year!
392	Mon Jan 01 12:44:40 +0000 2018	111182	28878	Iran is failing at every level despite the terrible deal made with them by the Obama Administration. The great Iran… https://t.co/DaPjy8hPH5
393	Mon Jan 01 12:12:00 +0000 2018	303923	100719	The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they… https://t.co/TuiaWGtnbR
394	Sun Dec 31 23:43:04 +0000 2017	195640	41550	HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!
395	Sun Dec 31 22:18:20 +0000 2017	199414	45786	As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, a… https://t.co/irAgm3wwEU
396	Sun Dec 31 22:00:21 +0000 2017	111030	32935	Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basi… https://t.co/EHq72J2QaP
397	Sun Dec 31 19:06:52 +0000 2017	136518	32874	What a year it’s been, and we're just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!! https://t.co/qsMNyN1UJG
398	Sun Dec 31 18:36:28 +0000 2017	88815	18647	My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We… https://t.co/nhI3wsUInj
399	Sun Dec 31 13:36:32 +0000 2017	120555	28726	Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the… https://t.co/u7zgBWSLMY
400	Sun Dec 31 13:26:29 +0000 2017	71820	15650	If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have… https://t.co/eJOxPGScHK
401	Sun Dec 31 13:03:29 +0000 2017	119218	31816	Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squa… https://t.co/3AhXkVG6Lh
402	Sun Dec 31 04:46:21 +0000 2017	65225	13870	“Trump Rally: Stocks put 2017 in the record books” https://t.co/0foQGaFjMh
403	Sat Dec 30 22:42:09 +0000 2017	125812	25453	Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dram… https://t.co/ts9xxdjQzU
404	Sat Dec 30 22:36:41 +0000 2017	211795	53965	I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “pres… https://t.co/1YTuk89nmu
405	Sat Dec 30 21:12:45 +0000 2017	78795	17257	On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 y… https://t.co/xTHIVribyK
406	Sat Dec 30 19:02:53 +0000 2017	85875	24477	Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The wor… https://t.co/efPOuFh5fT
407	Sat Dec 30 19:00:54 +0000 2017	83699	24102	The entire world understands that the good people of Iran want change, and, other than the vast military power of t… https://t.co/oJmf2sgH6y
408	Sat Dec 30 03:42:58 +0000 2017	142642	56969	Many reports of peaceful protests by Iranian citizens fed up with regime’s corruption &amp; its squandering of the nati… https://t.co/bL9JMWQ6bZ
409	Fri Dec 29 13:16:11 +0000 2017	146379	35643	The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL a… https://t.co/sjkgrE1kQe
410	Fri Dec 29 13:04:09 +0000 2017	121899	27839	Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and ot… https://t.co/fHKlK5bmUe
411	Fri Dec 29 12:50:17 +0000 2017	0	15810	"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…"
412	Fri Dec 29 12:50:00 +0000 2017	0	19002	"RT @charliekirk11: ISIS getting slaughtered: 

Square miles liberated from ISIS
Trump: 26,000 --  Obama: 13,200

Total Square miles held by…"
413	Fri Dec 29 12:48:57 +0000 2017	0	11319	"RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POT…"
414	Fri Dec 29 12:48:15 +0000 2017	0	16547	"RT @charliekirk11: 3 big wins in 2017 you won't hear:

Trump confirmed the most circuit court judges ever in a President's 1st year (all co…"
415	Fri Dec 29 12:46:23 +0000 2017	100692	23280	While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating… https://t.co/u3cMWTck6M
416	Fri Dec 29 00:01:47 +0000 2017	205918	64886	In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old G… https://t.co/tCjF8xdXep
417	Thu Dec 28 23:14:21 +0000 2017	69082	15611	Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m
418	Thu Dec 28 22:17:55 +0000 2017	0	21112	"RT @realDonaldTrump: “Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn"
419	Thu Dec 28 22:17:36 +0000 2017	0	2340	RT @DanScavino: Congratulations to the 2017 @PinstripeBowl (Yankee Stadium) Champions, Iowa @HawkeyeFootball! https://t.co/NlaWU6bKmH
420	Thu Dec 28 22:17:06 +0000 2017	0	6741	"RT @EricTrump: #ThrowbackThursdays 
@realDonaldTrump 🇺🇸🇺🇸🇺🇸 https://t.co/Z44IObGZ7V"
421	Thu Dec 28 22:16:29 +0000 2017	0	12037	RT @IvankaTrump: “The Trump economy is booming.” One thing @realDonaldTrump “has done that has received little attention despite arguably d…
422	Thu Dec 28 19:20:47 +0000 2017	75685	26920	I've been saying it for a long, long time. #NoKo https://t.co/LQl7tGhMdO
423	Thu Dec 28 16:24:08 +0000 2017	126487	31736	Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a frie… https://t.co/aIa4CFXNoA
424	Thu Dec 28 16:18:20 +0000 2017	110006	21446	Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!
425	Thu Dec 28 15:24:53 +0000 2017	66731	14371	Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit th… https://t.co/Sx6AmzfKRp
426	Thu Dec 28 02:46:30 +0000 2017	86099	21112	"“Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn"
427	Thu Dec 28 02:09:22 +0000 2017	69656	19681	“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of ter… https://t.co/xnR1mXhmr3
428	Wed Dec 27 23:11:13 +0000 2017	109317	18303	Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much… https://t.co/UK0Q7BUKbj
429	Tue Dec 26 22:17:14 +0000 2017	131219	25128	All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Wi… https://t.co/f37VETYLej
430	Tue Dec 26 13:24:27 +0000 2017	119219	35057	WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) V… https://t.co/3Lv4EhnuwV
431	Tue Dec 26 11:58:42 +0000 2017	110340	20419	Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut… https://t.co/sZ3YczC3mR
432	Mon Dec 25 23:33:55 +0000 2017	199026	34176	I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (… https://t.co/JJ2tiWwe9V
433	Mon Dec 25 23:28:51 +0000 2017	0	23367	RT @EricTrump: We should all take a moment to say a prayer for those who paid the ultimate price  — Their bravery and sacrifice allows us t…
434	Mon Dec 25 13:36:51 +0000 2017	206301	49518	MERRY CHRISTMAS!!! https://t.co/mYtV5GNdLl
435	Mon Dec 25 03:51:52 +0000 2017	150410	33286	MERRY CHRISTMAS!! https://t.co/xa2qxcisVV
436	Mon Dec 25 02:56:19 +0000 2017	230428	53549	People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our c… https://t.co/TDmO0lcYHA
437	Sun Dec 24 20:35:26 +0000 2017	111253	22850	The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandat… https://t.co/KgKnGzK6md
438	Sun Dec 24 13:48:11 +0000 2017	139591	32732	The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report… https://t.co/hNmVwpHtM1
439	Sun Dec 24 12:31:48 +0000 2017	0	11693	RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99
440	Sun Dec 24 12:25:22 +0000 2017	99768	29759	.@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M (Clinton Puppet), he was u… https://t.co/fRprD7LwtJ
441	Sat Dec 23 22:57:50 +0000 2017	85214	16596	Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama a… https://t.co/5IMirkPYFR
442	Sat Dec 23 22:44:45 +0000 2017	101053	22402	The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished b… https://t.co/bctmAtxwb2
443	Sat Dec 23 20:32:42 +0000 2017	67170	16660	Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews.
444	Sat Dec 23 20:30:06 +0000 2017	73714	21399	FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!
445	Sat Dec 23 20:27:05 +0000 2017	122158	36669	How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary… https://t.co/9vYPo8QMbI
446	Sat Dec 23 20:03:39 +0000 2017	0	20986	RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7
447	Fri Dec 22 22:11:56 +0000 2017	120997	25272	Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.
448	Fri Dec 22 20:47:43 +0000 2017	68994	15776	Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks:… https://t.co/1plwmP1SX9
449	Fri Dec 22 20:47:15 +0000 2017	90788	18903	The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!
450	Fri Dec 22 18:40:29 +0000 2017	72997	16264	Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of… https://t.co/T3T1ayf1Vh
451	Fri Dec 22 16:46:49 +0000 2017	103873	21411	95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!
452	Fri Dec 22 15:07:55 +0000 2017	102859	19127	Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much… https://t.co/fgGbqDb0wg
453	Fri Dec 22 15:04:39 +0000 2017	91828	19745	With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Jud… https://t.co/CukTyBYh5K
454	Fri Dec 22 14:17:04 +0000 2017	86038	18689	“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of T… https://t.co/M7G4m0QqmO
455	Fri Dec 22 13:05:06 +0000 2017	121828	27568	At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan… https://t.co/YVl8tAcSOk
456	Fri Dec 22 12:50:42 +0000 2017	47827	10176	So true! https://t.co/1c8hu6O5t9
457	Fri Dec 22 12:47:51 +0000 2017	94948	21965	Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big comp… https://t.co/jnCQYxYQBh
458	Thu Dec 21 18:16:28 +0000 2017	68550	13964	THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN!… https://t.co/aykO3m2rVg
459	Thu Dec 21 14:52:22 +0000 2017	88566	20582	House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.… https://t.co/NRQRR8w3pp
460	Thu Dec 21 13:56:28 +0000 2017	85950	18045	Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN
461	Thu Dec 21 12:45:17 +0000 2017	91883	18995	Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake… https://t.co/43JVSDZSt6
462	Thu Dec 21 12:24:22 +0000 2017	111165	25336	The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bo… https://t.co/9RZmBbjPQo
463	Wed Dec 20 21:44:50 +0000 2017	100896	23927	WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R
464	Wed Dec 20 18:09:44 +0000 2017	82851	20561	"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o"
465	Wed Dec 20 17:30:26 +0000 2017	68277	15328	Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2
466	Wed Dec 20 16:39:04 +0000 2017	88180	17807	I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p… https://t.co/XkEvQ5GTGi
467	Wed Dec 20 14:32:51 +0000 2017	78834	17925	The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their… https://t.co/TKdgQwixwF
468	Wed Dec 20 06:09:06 +0000 2017	139636	31332	The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (O… https://t.co/uK5NUk2Ymo
469	Tue Dec 19 20:18:12 +0000 2017	127352	24476	Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous… https://t.co/DjSHn7C6bL
470	Tue Dec 19 15:07:01 +0000 2017	96603	24916	A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirm… https://t.co/wu6B3WTgX0
471	Tue Dec 19 11:23:40 +0000 2017	69548	14279	Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope… https://t.co/2BJwFD1CTu
472	Tue Dec 19 11:04:11 +0000 2017	113366	24123	DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!
473	Tue Dec 19 00:54:32 +0000 2017	66574	16550	Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebr… https://t.co/QsOYvl1MXs
474	Mon Dec 18 23:49:30 +0000 2017	61011	15608	With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to… https://t.co/PCdvaFyy2D
475	Mon Dec 18 22:25:20 +0000 2017	97554	21465	70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!
476	Mon Dec 18 22:20:20 +0000 2017	40072	8637	Thank you Maria B! https://t.co/v1UR63CqLK
477	Mon Dec 18 22:18:13 +0000 2017	43949	8741	So true Ivanka! https://t.co/BNGUJG69Ki
478	Mon Dec 18 20:40:08 +0000 2017	48498	10017	As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will… https://t.co/95522wIKVN
479	Mon Dec 18 20:28:19 +0000 2017	48540	10259	When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On Novem… https://t.co/p8hGEg9j3v
480	Mon Dec 18 20:19:18 +0000 2017	64044	12967	Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more t… https://t.co/ZUveaJ7Hv2
481	Mon Dec 18 19:35:38 +0000 2017	42841	8729	Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State.… https://t.co/kPYFsuSKL7
482	Mon Dec 18 18:51:26 +0000 2017	83786	15186	My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of… https://t.co/kw24I2Jm9t
483	Mon Dec 18 18:41:05 +0000 2017	106056	22976	The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructur… https://t.co/K1e1absbxG
484	Mon Dec 18 11:42:18 +0000 2017	44057	6243	Ivanka Trump will be interviewed on @foxandfriends.
485	Mon Dec 18 11:23:49 +0000 2017	87483	18831	Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie… https://t.co/AmcJkgOSRk
486	Mon Dec 18 00:26:07 +0000 2017	60608	13029	More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who neve… https://t.co/QPzu1tZjLZ
487	Sun Dec 17 21:13:34 +0000 2017	63463	10910	Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the… https://t.co/jN86UYnzYa
488	Sun Dec 17 17:01:58 +0000 2017	84925	18174	As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the b… https://t.co/sTAoTR50EF
489	Sat Dec 16 20:31:43 +0000 2017	52180	12944	WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x
490	Sat Dec 16 20:05:05 +0000 2017	69681	15130	TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wag… https://t.co/BL5ONhuHIb
491	Sat Dec 16 14:52:03 +0000 2017	109454	22120	Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just… https://t.co/UdHao5fSzB
492	Sat Dec 16 03:12:37 +0000 2017	64918	13746	Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt
493	Sat Dec 16 03:09:24 +0000 2017	0	6691	RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…
494	Sat Dec 16 03:09:06 +0000 2017	0	10113	"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…"
495	Sat Dec 16 03:08:44 +0000 2017	0	15877	RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…
496	Sat Dec 16 00:00:11 +0000 2017	57116	12832	DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG
497	Fri Dec 15 21:58:12 +0000 2017	77592	18153	Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility… https://t.co/EUYbJAie51
498	Fri Dec 15 19:48:58 +0000 2017	72171	16829	"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and t… https://t.co/XGgLASUpMm"
499	Fri Dec 15 17:35:59 +0000 2017	52616	9866	To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU
