	date	likes	retweets	text
169	Mon Feb 05 14:36:40 +0000 2018	123216	30024	Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of t… https://t.co/BuGrQqbWfs
170	Mon Feb 05 12:39:10 +0000 2018	142217	43176	Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washingto… https://t.co/7csaXTJLoO
171	Mon Feb 05 12:17:57 +0000 2018	107531	22835	Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition!
172	Mon Feb 05 12:11:56 +0000 2018	120860	30737	The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U… https://t.co/9JK8HHq2bb
173	Mon Feb 05 03:54:42 +0000 2018	212157	36332	Congratulations to the Philadelphia Eagles on a great Super Bowl victory!
174	Sun Feb 04 16:58:14 +0000 2018	141749	23145	My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Th… https://t.co/H3Ypk1ZwMt
175	Sun Feb 04 00:53:18 +0000 2018	130578	35787	...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants t… https://t.co/tGnYODCVQx
176	Sun Feb 04 00:40:24 +0000 2018	130462	36875	“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used… https://t.co/ZT9YHhTIlA
177	Sun Feb 04 00:26:23 +0000 2018	135883	30166	Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russ… https://t.co/0gYGNuj0BS
178	Sat Feb 03 14:40:27 +0000 2018	141638	39118	This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion an… https://t.co/GPYj4JbKgN
179	Sat Feb 03 14:40:23 +0000 2018	156339	34840	Rasmussen just announced that my approval rating jumped to 49%, a far better number than I had in winning the Elect… https://t.co/GbG8u70wTV
180	Sat Feb 03 13:44:19 +0000 2018	0	12715	RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO
181	Sat Feb 03 13:39:49 +0000 2018	0	12312	RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c
182	Fri Feb 02 22:26:22 +0000 2018	70978	14594	Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. C… https://t.co/r9EL0AhbO1
183	Fri Feb 02 18:07:08 +0000 2018	77633	17605	“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V
184	Fri Feb 02 18:05:49 +0000 2018	107997	27520	With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 i… https://t.co/cxo1rxdDsj
185	Fri Feb 02 11:49:14 +0000 2018	161569	52047	“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create… https://t.co/A8GoOzBrPx
186	Fri Feb 02 11:33:58 +0000 2018	139057	40257	The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigativ… https://t.co/xXWIyOvhi0
187	Fri Feb 02 03:32:48 +0000 2018	124145	28851	The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or they’ll di… https://t.co/Tuz4PCoIF4
188	Thu Feb 01 12:02:49 +0000 2018	184502	37232	Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched… https://t.co/HKFLkRjlGQ
189	Thu Feb 01 11:51:43 +0000 2018	123316	29829	March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist, Blame, Complain and O… https://t.co/A4qhFRv21V
190	Thu Feb 01 11:43:17 +0000 2018	137877	28386	Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructur… https://t.co/17g1hxSFRI
191	Wed Jan 31 02:00:02 +0000 2018	108903	21845	"Join me live for the #SOTU
https://t.co/0SLktWxfHi"
192	Mon Jan 29 20:12:39 +0000 2018	84106	16257	Congratulations to America’s new Secretary of @HHSGov, Alex Azar! https://t.co/Y9inQaCt7o
193	Sun Jan 28 13:18:33 +0000 2018	199399	42163	Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Ch… https://t.co/ZrThpTutNr
194	Sun Jan 28 13:18:32 +0000 2018	239939	63799	Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!
195	Sun Jan 28 04:08:02 +0000 2018	157096	35786	Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are… https://t.co/wM9cL8CBo7
196	Sun Jan 28 03:58:02 +0000 2018	175540	46849	I have offered DACA a wonderful deal, including a doubling in the number of recipients &amp; a twelve year pathway to c… https://t.co/gSxSjiRcoC
197	Sat Jan 27 22:59:52 +0000 2018	114137	22030	Taliban targeted innocent Afghans, brave police in Kabul today. Our thoughts and prayers go to the victims, and fir… https://t.co/nxuDZV0VYZ
198	Sat Jan 27 19:30:24 +0000 2018	107807	25846	On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, a… https://t.co/Df8jIU5KW2
199	Sat Jan 27 11:55:58 +0000 2018	124085	29159	Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we… https://t.co/33QbAoLFxj
200	Fri Jan 26 23:27:23 +0000 2018	72240	16313	Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B
201	Fri Jan 26 17:16:44 +0000 2018	119221	26239	DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdo… https://t.co/5faBeqcNP9
202	Fri Jan 26 17:12:32 +0000 2018	112094	22575	Heading back from a very exciting two days in Davos, Switzerland. Speech on America’s economic revival was well rec… https://t.co/JbNNrNVH9z
203	Fri Jan 26 12:54:36 +0000 2018	52403	10094	Join me live at the 2018 World Economic Forum in Davos, Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8
204	Fri Jan 26 11:23:07 +0000 2018	55850	10741	Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our… https://t.co/3bK58PuFPd
205	Fri Jan 26 10:46:48 +0000 2018	63665	12464	It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. Many grea… https://t.co/tiD5NSYYwB
206	Fri Jan 26 10:11:26 +0000 2018	36767	6569	Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos, Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd
207	Thu Jan 25 22:38:21 +0000 2018	84054	17738	Today, Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal… https://t.co/KMP2MhJVLS
208	Thu Jan 25 18:03:29 +0000 2018	72981	15151	Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos, Switzerland! #WEF18 https://t.co/2sZM9YI7tJ
209	Thu Jan 25 17:25:53 +0000 2018	76457	16020	Great bilateral meeting with Prime Minister Theresa May of the United Kingdom, affirming the special relationship a… https://t.co/6bIzOEo8DK
210	Thu Jan 25 00:27:00 +0000 2018	152789	28364	Will soon be heading to Davos, Switzerland, to tell the world how great America is and is doing. Our economy is now… https://t.co/OwSYSiCiKe
211	Wed Jan 24 22:51:20 +0000 2018	79336	16811	It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local… https://t.co/N7Z9Dw3uIi
212	Wed Jan 24 20:26:16 +0000 2018	98764	19266	Earlier today, I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School… https://t.co/20Bf0p7oFT
213	Wed Jan 24 11:58:58 +0000 2018	147272	33222	Tremendous investment by companies from all over the world being made in America. There has never been anything lik… https://t.co/sUp4LsbXhz
214	Wed Jan 24 04:07:27 +0000 2018	154851	36684	Cryin’ Chuck Schumer fully understands, especially after his humiliating defeat, that if there is no Wall, there is… https://t.co/oaabUSfT9w
215	Wed Jan 24 03:54:22 +0000 2018	127670	32086	Where are the 50,000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!
216	Tue Jan 23 14:16:02 +0000 2018	97701	21579	Thank you to General John Kelly, who is doing a fantastic job, and all of the Staff and others in the White House,… https://t.co/q4hhzEEjor
217	Tue Jan 23 13:34:37 +0000 2018	112675	24068	Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8, but ever… https://t.co/2qBHLtCo1u
218	Tue Jan 23 11:55:42 +0000 2018	134496	36717	In one of the biggest stories in a long time, the FBI now says it is missing five months worth of lovers Strzok-Pag… https://t.co/Zwg2yDeEwz
219	Tue Jan 23 11:31:40 +0000 2018	129224	27254	Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...… https://t.co/X4ncbncUqi
220	Tue Jan 23 04:30:33 +0000 2018	133466	28052	Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone, including Republicans, De… https://t.co/jzJKY5vaAz
221	Mon Jan 22 15:13:18 +0000 2018	93079	21648	End the Democrats Obstruction! https://t.co/tzBXilvW1b
222	Mon Jan 22 13:15:55 +0000 2018	109593	22174	Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!
223	Mon Jan 22 13:07:09 +0000 2018	132076	33298	The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!
224	Mon Jan 22 01:21:42 +0000 2018	126739	23612	Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoe… https://t.co/RnE8Gh9xnh
225	Sun Jan 21 12:35:28 +0000 2018	178271	47486	Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illega… https://t.co/px3zwtzYOV
226	Sun Jan 21 12:20:19 +0000 2018	0	44602	RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that hap…
227	Sun Jan 21 02:34:52 +0000 2018	0	14340	"RT @FoxNews: .@EricTrump: ""My father was elected for one reason, and that's because he actually believes in putting America first, which is…"
228	Sun Jan 21 02:33:09 +0000 2018	0	14490	"RT @FoxNews: .@KellyannePolls: ""Since @POTUS took office, 863,000 new jobs were filled by women. Over half a million American women have en…"
229	Sun Jan 21 02:31:28 +0000 2018	0	13097	"RT @FoxNews: .@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…"
230	Sun Jan 21 02:31:07 +0000 2018	0	7370	"RT @FoxNews: .@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our country, America…"
231	Sun Jan 21 02:18:51 +0000 2018	46623	6352	Eric Trump on @JudgeJeanine on @FoxNews now!
232	Sun Jan 21 00:47:40 +0000 2018	154371	31721	The Trump Administration has terminated more UNNECESSARY Regulation, in just twelve months, than any other Administ… https://t.co/SFS1cXtdx5
233	Sun Jan 21 00:40:18 +0000 2018	0	42322	RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…
234	Sat Jan 20 22:31:27 +0000 2018	130441	28847	Unprecedented success for our Country, in so many ways, since the Election. Record Stock Market, Strong on Military… https://t.co/S9Vev9LI6r
235	Sat Jan 20 18:51:24 +0000 2018	208734	53206	Beautiful weather all over our great country, a perfect day for all Women to March. Get out there now to celebrate… https://t.co/0mof82VUry
236	Sat Jan 20 14:27:54 +0000 2018	168245	44602	Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!
237	Sat Jan 20 11:47:42 +0000 2018	123197	31641	#AMERICA FIRST!
238	Sat Jan 20 11:44:01 +0000 2018	154521	39999	For those asking, the Republicans only have 51 votes in the Senate, and they need 60. That is why we need to win mo… https://t.co/VAQ4O1yYv5
239	Sat Jan 20 11:33:35 +0000 2018	123591	30398	This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown
240	Sat Jan 20 11:17:10 +0000 2018	144541	42322	Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dan… https://t.co/eHAkBL3AjB
241	Sat Jan 20 02:28:56 +0000 2018	117140	31201	Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shu… https://t.co/Zs62ydrvwQ
242	Fri Jan 19 22:17:53 +0000 2018	64794	13023	Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military t… https://t.co/EC7lpgkNxk
243	Fri Jan 19 20:53:17 +0000 2018	128704	27850	Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wron… https://t.co/20fZau7RFT
244	Fri Jan 19 18:39:50 +0000 2018	96518	24884	Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s… https://t.co/eZL7D5NtYg
245	Fri Jan 19 16:28:29 +0000 2018	49551	15525	“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote… https://t.co/UdjOG3Ynvl
246	Fri Jan 19 16:14:05 +0000 2018	43996	8507	".@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...
https://t.co/0O0VsYXmHB"
247	Fri Jan 19 12:04:47 +0000 2018	110565	25911	Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass… https://t.co/xK33TIW16o
248	Thu Jan 18 23:39:53 +0000 2018	101699	20274	House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!
249	Thu Jan 18 21:04:36 +0000 2018	103236	26070	AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the o… https://t.co/VYcBBrQ3pG
250	Thu Jan 18 20:45:33 +0000 2018	75795	15226	Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world t… https://t.co/hig8AOxDFs
251	Thu Jan 18 13:49:11 +0000 2018	90554	21777	A government shutdown will be devastating to our military...something the Dems care very little about!
252	Thu Jan 18 13:37:24 +0000 2018	62537	12015	CHIP should be part of a long term solution, not a 30 Day, or short term, extension!
253	Thu Jan 18 13:16:26 +0000 2018	123595	29073	We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of dr… https://t.co/wlyEE41v2w
254	Thu Jan 18 12:53:17 +0000 2018	85330	17165	Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Sp… https://t.co/zPK4tKI6Vp
255	Thu Jan 18 11:25:03 +0000 2018	111915	28048	....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a… https://t.co/J09b17pLIi
256	Thu Jan 18 11:15:25 +0000 2018	94302	21527	The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of neces… https://t.co/3UJscR3WGL
257	Thu Jan 18 01:11:26 +0000 2018	178540	39827	ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much mor… https://t.co/pXV43doqxa
258	Thu Jan 18 01:05:46 +0000 2018	111976	22361	Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD N… https://t.co/XtmYEpRDAu
259	Thu Jan 18 01:00:05 +0000 2018	111922	41233	"And the FAKE NEWS winners are...
https://t.co/59G6x2f7fD"
260	Wed Jan 17 23:36:44 +0000 2018	68000	15567	Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOL… https://t.co/NzP72Zarmr
261	Wed Jan 17 23:32:58 +0000 2018	98942	24614	During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I… https://t.co/OQ1fA6odh7
262	Wed Jan 17 23:28:30 +0000 2018	92130	24342	I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United S… https://t.co/aWutB2fro3
263	Wed Jan 17 23:19:02 +0000 2018	74997	15496	Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our f… https://t.co/svBhsLy1By
264	Wed Jan 17 13:04:46 +0000 2018	54370	6725	Eric Trump on @foxandfriends  now!
265	Tue Jan 16 23:20:10 +0000 2018	81550	19013	....we need to keep America safe, including moving away from a random chain migration and lottery system, to one th… https://t.co/wMQB8vJ3Cs
266	Tue Jan 16 23:19:39 +0000 2018	99833	25758	New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-b… https://t.co/9F2yHphpOi
267	Tue Jan 16 20:17:39 +0000 2018	55964	9931	Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax
268	Tue Jan 16 19:43:32 +0000 2018	73735	19530	“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” https://t.co/bD3R2dJfyp
269	Tue Jan 16 14:30:00 +0000 2018	113040	28072	Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubl… https://t.co/T5tmchLiz8
270	Tue Jan 16 14:24:40 +0000 2018	73068	16208	“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends
271	Tue Jan 16 14:19:46 +0000 2018	111387	26338	Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but r… https://t.co/8kZJQ8SQZe
272	Tue Jan 16 14:07:38 +0000 2018	100132	23788	The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be… https://t.co/Kv8aUAd3gD
273	Tue Jan 16 13:54:02 +0000 2018	117276	24907	We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and… https://t.co/QH1uNnvCOq
274	Tue Jan 16 00:55:35 +0000 2018	0	30125	RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…
275	Tue Jan 16 00:53:38 +0000 2018	0	27613	RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed m…
276	Tue Jan 16 00:53:19 +0000 2018	0	39422	RT @realDonaldTrump: I, as President, want people coming into our Country who are going to help us become strong and great again, people co…
277	Tue Jan 16 00:52:48 +0000 2018	0	19068	RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…
278	Tue Jan 16 00:52:43 +0000 2018	0	25042	RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…
279	Tue Jan 16 00:50:19 +0000 2018	0	13799	RT @EricTrump: I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2%…
280	Tue Jan 16 00:48:04 +0000 2018	0	8882	RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa
281	Tue Jan 16 00:47:59 +0000 2018	0	2680	RT @Heritage: We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and…
282	Mon Jan 15 20:28:15 +0000 2018	117412	30125	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is n… https://t.co/YaPbD8cjHe
283	Mon Jan 15 16:01:11 +0000 2018	0	21396	"RT @WhiteHouse: ""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched i…"
284	Mon Jan 15 13:02:22 +0000 2018	112964	23516	...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, A… https://t.co/Q3BJnCHTLv
285	Mon Jan 15 12:57:43 +0000 2018	94347	22086	Statement by me last night in Florida: “Honestly, I don’t think the Democrats want to make a deal. They talk about… https://t.co/L3CS8EO9D9
286	Sun Jan 14 13:59:35 +0000 2018	88289	19068	...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the p… https://t.co/wnLrQrTsWp
287	Sun Jan 14 13:50:14 +0000 2018	111793	25042	“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 work… https://t.co/0US33d7EuY
288	Sun Jan 14 13:19:06 +0000 2018	160982	39422	I, as President, want people coming into our Country who are going to help us become strong and great again, people… https://t.co/IkpH8hauTL
289	Sun Jan 14 13:09:09 +0000 2018	121752	27613	DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately neede… https://t.co/gZRLa3KopW
290	Sun Jan 14 13:04:18 +0000 2018	0	34261	RT @realDonaldTrump: So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They prom…
291	Sun Jan 14 13:01:44 +0000 2018	83226	16461	...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!
292	Sun Jan 14 12:58:43 +0000 2018	95867	22395	The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Kor… https://t.co/ZvyN9rhbFn
293	Sun Jan 14 03:50:18 +0000 2018	0	15657	RT @paulsperry_: https://t.co/aU1rdyKA1W
294	Sun Jan 14 03:49:56 +0000 2018	0	10295	"RT @paulsperry_: Fusion GPS, firm behind disputed Russia dossier, retracts its claim of FBI mole in Trump camp
https://t.co/s6CFPXSVqb"
295	Sun Jan 14 03:45:45 +0000 2018	0	23213	"RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. 

Here's a video of Dick Durbin calling for an end to…"
296	Sun Jan 14 03:42:07 +0000 2018	0	18127	RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…
297	Sat Jan 13 22:08:34 +0000 2018	147115	34261	So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They p… https://t.co/O5Mqd6avqH
298	Sat Jan 13 14:20:01 +0000 2018	123894	26980	I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time… https://t.co/K5o4njHvXx
299	Sat Jan 13 13:14:20 +0000 2018	151704	37063	AMERICA FIRST!
300	Sat Jan 13 13:14:03 +0000 2018	103732	21605	The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!
301	Sat Jan 13 13:13:12 +0000 2018	117154	24256	Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA,… https://t.co/0BKC8RejRA
302	Fri Jan 12 17:56:18 +0000 2018	108555	26177	Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage… https://t.co/HMoyGfAZLJ
303	Fri Jan 12 13:48:49 +0000 2018	137550	35968	Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Nev… https://t.co/HivKR2wF8g
304	Fri Jan 12 12:50:00 +0000 2018	124009	31603	Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fa… https://t.co/jivCaE5vpb
305	Fri Jan 12 12:28:58 +0000 2018	102893	24349	The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough wa… https://t.co/8PvNzf41G4
306	Fri Jan 12 12:20:32 +0000 2018	91541	22686	....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The… https://t.co/YzEuBuYGrs
307	Fri Jan 12 12:09:58 +0000 2018	109477	24089	....countries which are doing badly. I want a merit based system of immigration and people who will help take our c… https://t.co/QfbeeEN6qP
308	Fri Jan 12 11:59:02 +0000 2018	83368	21386	The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen… https://t.co/5s50JXBumv
309	Fri Jan 12 04:57:57 +0000 2018	123886	29420	Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the… https://t.co/9crSrOBXme
310	Fri Jan 12 04:42:25 +0000 2018	121866	29181	The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousa… https://t.co/D0kxlMJhLq
311	Fri Jan 12 03:01:20 +0000 2018	98514	22701	Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization… https://t.co/02erkjcPHU
312	Fri Jan 12 02:53:05 +0000 2018	114829	25722	Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysl… https://t.co/yxTLic66pf
313	Fri Jan 12 02:49:56 +0000 2018	73107	19012	More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1… https://t.co/K7893jxDWC
314	Fri Jan 12 02:47:17 +0000 2018	68026	13154	Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!
315	Fri Jan 12 02:43:56 +0000 2018	75800	15385	Thank you Adam Levine, The Federalist, in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.”
316	Thu Jan 11 23:27:03 +0000 2018	59089	13641	Yesterday, I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs… https://t.co/7gjyeEu1HY
317	Thu Jan 11 15:37:54 +0000 2018	62256	14987	Great news, as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl
318	Thu Jan 11 14:14:51 +0000 2018	60346	12272	With that being said, I have personally directed the fix to the unmasking process since taking office and today’s v… https://t.co/yvJkaKTGEr
319	Thu Jan 11 13:11:46 +0000 2018	84045	15993	“45 year low in illegal immigration this year.” @foxandfriends
320	Thu Jan 11 12:33:21 +0000 2018	72026	17017	“House votes on controversial FISA ACT today.” This is the act that may have been used, with the help of the discre… https://t.co/PMLpbrd3pp
321	Thu Jan 11 11:43:59 +0000 2018	96281	21072	In new Quinnipiac Poll, 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.
322	Thu Jan 11 11:33:06 +0000 2018	82312	23042	Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the… https://t.co/5nl0H317BJ
323	Thu Jan 11 04:29:02 +0000 2018	175469	36239	Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and… https://t.co/p9dtyrd5Be
324	Wed Jan 10 23:37:41 +0000 2018	89373	22754	Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announc… https://t.co/aEV6VyZOMH
325	Wed Jan 10 23:07:48 +0000 2018	68806	15574	The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. T… https://t.co/1BWcwPlyu2
326	Wed Jan 10 21:31:30 +0000 2018	50522	9469	Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend a… https://t.co/mWiclVf7KA
327	Wed Jan 10 20:08:37 +0000 2018	56005	11802	I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievem… https://t.co/XgDJxgWCnx
328	Wed Jan 10 15:14:15 +0000 2018	118650	28450	The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems… https://t.co/j7rc1QKCLw
329	Wed Jan 10 15:00:29 +0000 2018	91681	22401	The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has… https://t.co/o5FAEfhS7N
330	Wed Jan 10 14:11:13 +0000 2018	107542	26344	It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) al… https://t.co/sXFgY5c11s
331	Wed Jan 10 04:23:58 +0000 2018	59962	13648	.@ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to k… https://t.co/yN90uqG6z8
332	Wed Jan 10 03:48:26 +0000 2018	51867	11717	Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are #MAGA🇺🇸 https://t.co/QaxtqpyXTR
333	Wed Jan 10 00:16:57 +0000 2018	122674	24195	As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.
334	Tue Jan 09 23:59:38 +0000 2018	0	11527	RT @Scavino45: “Utilities cutting rates, cite benefits of Trump tax reform” https://t.co/u19JMs4Bsr
335	Tue Jan 09 23:07:09 +0000 2018	81799	19257	Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they… https://t.co/LuZk37y8SI
336	Tue Jan 09 22:51:50 +0000 2018	57934	11645	Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform.… https://t.co/xs0FXqhkVF
337	Tue Jan 09 20:17:17 +0000 2018	73331	17147	It was my great honor to sign H.R. 267, the “Martin Luther King, Jr. National Historical Park Act,” which redesigna… https://t.co/n68lkuvsWe
