	Unnamed: 0	date	likes	retweets	text	filtered_text	polarity	subjectivity
0	0	Tue Apr 10 21:49:56 +0000 2018	31841	6762	Today, it was my great honor to welcome the 2017 NCAA Football National Champion, Alabama Crimson Tide - to the Whi… https://t.co/7XFdpF69XP	Today it was my great honor to welcome the 2017 NCAA Football National Champion Alabama Crimson Tide  to the Whi 	0.8	0.825
1	1	Tue Apr 10 18:30:38 +0000 2018	59996	12964	Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment o… https://t.co/rV24pPsGjV	Very thankful for President Xi of Chinas kind words on tariffs and automobile barriersalso his enlightenment o 	0.4	0.6
2	2	Tue Apr 10 13:30:35 +0000 2018	62020	14260	Last night, it was my great honor to host America’s senior defense and military leaders for dinner at the White Hou… https://t.co/sa6xgJOMsX	Last night it was my great honor to host Americas senior defense and military leaders for dinner at the White Hou 	0.17500000000000002	0.22916666666666666
3	3	Tue Apr 10 11:08:18 +0000 2018	100999	26397	A TOTAL WITCH HUNT!!!	A TOTAL WITCH HUNT	0.0	0.75
4	4	Tue Apr 10 11:07:58 +0000 2018	88218	23639	Attorney–client privilege is dead!	Attorneyclient privilege is dead	-0.2	0.4
5	5	Mon Apr 09 19:32:27 +0000 2018	46632	9579	Great @Cabinet meeting at the @WhiteHouse this morning! https://t.co/kzmfovwUeb https://t.co/7AgbwbFNuw	Great Cabinet meeting at the WhiteHouse this morning  	0.8	0.75
6	6	Mon Apr 09 19:17:39 +0000 2018	93276	24427	The Democrats are not doing what’s right for our country. I will not rest until we have secured our borders and res… https://t.co/Sa3HNQ2G35	The Democrats are not doing whats right for our country I will not rest until we have secured our borders and res 	0.2857142857142857	0.5357142857142857
7	7	Mon Apr 09 16:55:41 +0000 2018	0	9919	RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah	RT StateDept POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons Syria 	0.5	0.7
8	8	Mon Apr 09 10:03:16 +0000 2018	166751	44840	When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to C… https://t.co/lKzX2101uS	When a car is sent to the United States from China there is a Tariff to be paid of 2 12 When a car is sent to C 	0.0	0.0
9	9	Mon Apr 09 00:43:27 +0000 2018	88421	12477	Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral… https://t.co/ry4szk4uix	Congratulations to Patrick Reed on his great and courageous MASTERS win When Patrick had his amazing win at Doral 	0.75	0.6124999999999999
10	10	Sun Apr 08 13:12:57 +0000 2018	87251	24320	If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Anim… https://t.co/blQl4xUQ49	If President Obama had crossed his stated Red Line In The Sand the Syrian disaster would have ended long ago Anim 	-0.025	0.2
11	11	Sun Apr 08 13:04:22 +0000 2018	64388	15218	....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!	to pay Open area immediately for medical help and verification Another humanitarian disaster for no reason whatsoever SICK	-0.2380952380952381	0.4523809523809524
12	12	Sun Apr 08 13:00:06 +0000 2018	97813	32702	Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and… https://t.co/A1m0GgLV1L	Many dead including women and children in mindless CHEMICAL attack in Syria Area of atrocity is in lockdown and 	0.033333333333333326	0.6
13	13	Sun Apr 08 12:12:35 +0000 2018	103361	23255	President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down i… https://t.co/BwfZ1XvHlB	President Xi and I will always be friends no matter what happens with our dispute on trade China will take down i 	-0.15555555555555559	0.2888888888888889
14	14	Sun Apr 08 11:58:13 +0000 2018	77603	19937	The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly writte… https://t.co/cNgsBmnJlE	The Washington Post is far more fiction than fact Story after story is made up garbage  more like a poorly writte 	0.17500000000000002	0.65
15	15	Sun Apr 08 11:27:49 +0000 2018	75070	20399	“The FBI closed the case on Hillary, which was a rigged investigation. They exonerated her even before they ever in… https://t.co/Xg0ZLHYGHu	The FBI closed the case on Hillary which was a rigged investigation They exonerated her even before they ever in 	-0.1	0.1
16	16	Sun Apr 08 00:03:23 +0000 2018	73318	18095	While Security spending was somewhat more than his predecessor, Scott Pruitt has received death threats because of… https://t.co/kneEeK0koP	While Security spending was somewhat more than his predecessor Scott Pruitt has received death threats because of 	0.5	0.5
17	17	Sat Apr 07 22:42:22 +0000 2018	133422	24248	Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!	Fire at Trump Tower is out Very confined well built building Firemen and women did a great job THANK YOU	0.5	0.525
18	18	Sat Apr 07 21:00:39 +0000 2018	91247	26150	What does the Department of Justice and FBI have to hide? Why aren’t they giving the strongly requested documents (… https://t.co/GunZYEWzMd	What does the Department of Justice and FBI have to hide Why arent they giving the strongly requested documents  	0.4333333333333333	0.7333333333333333
19	19	Sat Apr 07 20:52:58 +0000 2018	76856	21925	Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday D… https://t.co/x1ilNS0Dwz	Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday D 	-0.35	0.525
20	20	Sat Apr 07 18:11:15 +0000 2018	105043	24637	We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been… https://t.co/N1O7JKAiR7	We are sealing up our Southern Border The people of our great country want Safety and Security The Dems have been 	0.4	0.375
21	21	Sat Apr 07 18:03:56 +0000 2018	87956	21911	The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers… https://t.co/zK5bgWoVqw	The United States hasnt had a Trade Surplus with China in 40 years They must end unfair trade take down barriers 	-0.3277777777777778	0.6444444444444445
22	22	Sat Apr 07 17:35:28 +0000 2018	91153	17892	Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Tea… https://t.co/C9UPsBZvb1	Just spoke to JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Tea 	-1.0	1.0
23	23	Fri Apr 06 20:26:53 +0000 2018	39463	8717	Congratulations to @bernieandsid on their new @77wabcradio morning radio show in New York City. It was an honor to… https://t.co/6qhLQPgxwl	Congratulations to bernieandsid on their new 77wabcradio morning radio show in New York City It was an honor to 	0.13636363636363635	0.45454545454545453
24	24	Fri Apr 06 20:23:58 +0000 2018	94672	28845	“BET founder: Trump's economy is bringing black workers back into the labor force” https://t.co/TtMDfi4bv0	BET founder Trumps economy is bringing black workers back into the labor force 	-0.08333333333333333	0.21666666666666667
25	25	Fri Apr 06 16:24:27 +0000 2018	67070	16277	AMERICA IS OPEN FOR BUSINESS! https://t.co/5jxdojPZmN	AMERICA IS OPEN FOR BUSINESS 	0.0	0.5
26	26	Fri Apr 06 14:46:10 +0000 2018	89383	22759	Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions wi… https://t.co/jChjmx1nKu	Do you believe that the Fake News Media is pushing hard on a story that I am going to replace AG Jeff Sessions wi 	-0.39583333333333337	0.7708333333333333
27	27	Fri Apr 06 14:32:43 +0000 2018	94977	24375	China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They… https://t.co/eXEW4QeUiM	China which is a great economic power is considered a Developing Nation within the World Trade Organization They 	0.5	0.475
28	28	Fri Apr 06 11:29:12 +0000 2018	0	37173	RT @realDonaldTrump: We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who repr…	RT realDonaldTrump We are not in a trade war with China that war was lost many years ago by the foolish or incompetent people who repr	0.07500000000000001	0.43333333333333335
29	29	Fri Apr 06 11:11:51 +0000 2018	79384	18842	Despite the Aluminum Tariffs, Aluminum prices are DOWN 4%. People are surprised, I’m not! Lots of money coming into… https://t.co/Tiq71ZBkv1	Despite the Aluminum Tariffs Aluminum prices are DOWN 4 People are surprised Im not Lots of money coming into 	-0.02777777777777779	0.5944444444444444
30	30	Thu Apr 05 20:28:44 +0000 2018	48827	10429	Thank you @WVGovernor Jim Justice. It was my great honor to be with the amazing people of West Virginia today! #MAGA https://t.co/IwPuQNadMM	Thank you WVGovernor Jim Justice It was my great honor to be with the amazing people of West Virginia today MAGA 	0.7000000000000001	0.825
31	31	Thu Apr 05 20:12:10 +0000 2018	68872	15384	Thanks to our historic TAX CUTS, America is open for business, and millions of American workers are seeing more tak… https://t.co/tsW6vT1fzd	Thanks to our historic TAX CUTS America is open for business and millions of American workers are seeing more tak 	0.13999999999999999	0.24
32	32	Thu Apr 05 13:10:07 +0000 2018	92349	24605	The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As… https://t.co/ZhJDeha7Tu	The Fake News Washington Post Amazons chief lobbyist has another of many phony headlines Trump Defiant As 	0.0	0.75
33	33	Thu Apr 05 11:40:53 +0000 2018	92560	20856	The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them… https://t.co/AoaWPSxYdq	The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them 	0.07777777777777777	0.4444444444444445
34	34	Wed Apr 04 23:08:19 +0000 2018	98508	23614	“Still Rising: Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent” https://t.co/q80PaE0gQo	Still Rising Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent 	0.0	0.0
35	35	Wed Apr 04 15:05:38 +0000 2018	73469	18726	Today we honor Dr. Martin Luther King, Jr. on the 50th anniversary of his assassination. Earlier this year I spoke… https://t.co/umXHC8td7P	Today we honor Dr Martin Luther King Jr on the 50th anniversary of his assassination Earlier this year I spoke 	0.0	0.5
36	36	Wed Apr 04 14:50:03 +0000 2018	86601	18064	Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in y… https://t.co/lp2AMTXfwM	Our thoughts and prayers are with the four US Marines from the 3rd Marine Aircraft Wing who lost their lives in y 	0.0	0.0
37	37	Wed Apr 04 13:20:31 +0000 2018	87468	18496	When you’re already $500 Billion DOWN, you can’t lose!	When youre already 500 Billion DOWN you cant lose	-0.15555555555555559	0.2888888888888889
38	38	Wed Apr 04 11:22:03 +0000 2018	143149	37173	We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who r… https://t.co/E5TbG7MiGS	We are not in a trade war with China that war was lost many years ago by the foolish or incompetent people who r 	0.07500000000000001	0.43333333333333335
39	39	Wed Apr 04 11:19:28 +0000 2018	98749	24422	Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era,… https://t.co/fdAJq8zImx	Our Border Laws are very weak while those of Mexico amp Canada are very strong Congress must change these Obama era 	0.037916666666666654	0.8829166666666666
40	40	Tue Apr 03 21:49:14 +0000 2018	108905	19973	Was just briefed on the shooting at YouTube’s HQ in San Bruno, California. Our thoughts and prayers are with everyb… https://t.co/9gGGgoGDUv	Was just briefed on the shooting at YouTubes HQ in San Bruno California Our thoughts and prayers are with everyb 	0.0	0.0
41	41	Tue Apr 03 19:59:40 +0000 2018	84089	21319	WE WILL PROTECT OUR SOUTHERN BORDER! https://t.co/Z7fqQKcnez	WE WILL PROTECT OUR SOUTHERN BORDER 	0.0	0.0
42	42	Tue Apr 03 19:15:42 +0000 2018	44737	9322	Today, it was my honor to welcome Estonia President @KerstiKaljulaid, Lithuania President @Grybauskaite_LT, and Lat… https://t.co/2jWXvyGxRS	Today it was my honor to welcome Estonia President KerstiKaljulaid Lithuania President Grybauskaite_LT and Lat 	0.8	0.9
43	43	Tue Apr 03 13:55:37 +0000 2018	83754	20245	I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy… https://t.co/P7yIvCuIo1	I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy 	0.14285714285714285	0.7678571428571428
44	44	Tue Apr 03 11:08:51 +0000 2018	99000	22393	Thank you to Rasmussen for the honest polling. Just hit 50%, which is higher than Cheatin’ Obama at the same time in his Administration.	Thank you to Rasmussen for the honest polling Just hit 50 which is higher than Cheatin Obama at the same time in his Administration	0.2833333333333333	0.5083333333333333
45	45	Tue Apr 03 10:58:30 +0000 2018	70189	16782	Check out the fact that you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-T… https://t.co/tynB4Oegi5	Check out the fact that you cant get a job at ratings challenged CNN unless you state that you are totally antiT 	0.0	0.75
46	46	Tue Apr 03 10:49:07 +0000 2018	98624	25505	The big Caravan of People from Honduras, now coming across Mexico and heading to our “Weak Laws” Border, had better… https://t.co/BXznqOG9lB	The big Caravan of People from Honduras now coming across Mexico and heading to our Weak Laws Border had better 	0.041666666666666664	0.4083333333333334
47	47	Tue Apr 03 10:34:18 +0000 2018	86107	21330	The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and q… https://t.co/guy6nBwkB3	The Fake News Networks those that knowingly have a sick and biased AGENDA are worried about the competition and q 	-0.6071428571428572	0.9285714285714286
48	48	Tue Apr 03 02:03:18 +0000 2018	90788	18277	#AutismAwarenessDay #LightItUpBlue https://t.co/JAzSE6yEes	AutismAwarenessDay LightItUpBlue 	0.0	0.0
49	49	Tue Apr 03 00:34:48 +0000 2018	73582	18880	“President Trump's approval rate among likely U.S. voters hit 50 percent on Monday, which puts him higher than form… https://t.co/DJDrt5dRzg	President Trumps approval rate among likely US voters hit 50 percent on Monday which puts him higher than form 	0.125	0.75
50	50	Tue Apr 03 00:24:01 +0000 2018	102570	30485	39% of my nominations, including Diplomats to foreign lands, have not been confirmed due to Democrat obstruction an… https://t.co/JVyztT90FA	39 of my nominations including Diplomats to foreign lands have not been confirmed due to Democrat obstruction an 	0.05000000000000001	0.5
51	51	Tue Apr 03 00:12:03 +0000 2018	78995	20530	Honduras, Mexico and many other countries that the U.S. is very generous to, sends many of their people to our coun… https://t.co/8Ry0KauKit	Honduras Mexico and many other countries that the US is very generous to sends many of their people to our coun 	0.26875	0.41875
52	52	Tue Apr 03 00:00:58 +0000 2018	89267	24529	As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Bord… https://t.co/qbrVMYL42g	As ridiculous as it sounds the laws of our country do not easily allow us to send those crossing our Southern Bord 	-0.18333333333333335	0.6111111111111112
53	53	Mon Apr 02 16:38:29 +0000 2018	56019	13673	“President Donald J. Trump Proclaims April 2, 2018, World Autism Awareness Day” https://t.co/ECBCHfll0p	President Donald J Trump Proclaims April 2 2018 World Autism Awareness Day 	0.0	0.0
54	54	Mon Apr 02 15:41:04 +0000 2018	50743	9579	An honor to host the Annual @WhiteHouse Easter Egg Roll! https://t.co/bOMJRK8FyK	An honor to host the Annual WhiteHouse Easter Egg Roll 	0.0	0.0
55	55	Mon Apr 02 13:58:00 +0000 2018	79718	21080	So sad that the Department of “Justice” and the FBI are slow walking, or even not giving, the unredacted documents… https://t.co/zrp3XHOf6C	So sad that the Department of Justice and the FBI are slow walking or even not giving the unredacted documents 	-0.4	0.7
56	56	Mon Apr 02 13:35:03 +0000 2018	77086	18390	Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, an… https://t.co/LeaMuxR6Hb	Only fools or worse are saying that our money losing Post Office makes money with Amazon THEY LOSE A FORTUNE an 	-0.2	0.8
57	57	Mon Apr 02 13:28:42 +0000 2018	81733	19072	So funny to watch Fake News Networks, among the most dishonest groups of people I have ever dealt with, criticize S… https://t.co/DPVwCxlewf	So funny to watch Fake News Networks among the most dishonest groups of people I have ever dealt with criticize S 	-0.012499999999999997	0.75
58	58	Mon Apr 02 13:08:47 +0000 2018	76903	19534	Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money… https://t.co/I8q69xZXwF	Mexico is making a fortune on NAFTAThey have very strong border laws  ours are pathetic With all of the money 	-0.21833333333333332	0.9766666666666666
59	59	Mon Apr 02 11:17:19 +0000 2018	90519	23156	DACA is dead because the Democrats didn’t care or act, and now everyone wants to get onto the DACA bandwagon... No… https://t.co/8PfirxPo6U	DACA is dead because the Democrats didnt care or act and now everyone wants to get onto the DACA bandwagon No 	0.0	0.25
60	60	Mon Apr 02 11:10:19 +0000 2018	89701	23683	...Congress must immediately pass Border Legislation, use Nuclear Option if necessary, to stop the massive inflow o… https://t.co/ExRfHnXZER	Congress must immediately pass Border Legislation use Nuclear Option if necessary to stop the massive inflow o 	0.0	1.0
61	61	Mon Apr 02 11:02:30 +0000 2018	76052	19735	Mexico has the absolute power not to let these large “Caravans” of people enter their country. They must stop them… https://t.co/qMMjqfSmnY	Mexico has the absolute power not to let these large Caravans of people enter their country They must stop them 	0.20714285714285713	0.6642857142857143
62	62	Sun Apr 01 14:28:19 +0000 2018	84828	19866	These big flows of people are all trying to take advantage of DACA. They want in on the act!	These big flows of people are all trying to take advantage of DACA They want in on the act	0.0	0.1
63	63	Sun Apr 01 14:25:46 +0000 2018	126902	33423	Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Bor… https://t.co/9ZjeOUnVtd	Mexico is doing very little if not NOTHING at stopping people from flowing into Mexico through their Southern Bor 	-0.12187500000000001	0.325
64	64	Sun Apr 01 13:56:34 +0000 2018	132587	37563	Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat… https://t.co/DdTVIyin70	Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal Democrat 	-0.16666666666666666	0.55
65	65	Sun Apr 01 12:27:02 +0000 2018	209277	41561	HAPPY EASTER!	HAPPY EASTER	0.8	1.0
66	66	Sat Mar 31 12:53:01 +0000 2018	98166	32562	Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery… https://t.co/mUBIqzKARD	Governor Jerry Moonbeam Brown pardoned 5 criminal illegal aliens whose crimes include 1 Kidnapping and Robbery 	-0.45	0.525
67	67	Sat Mar 31 12:52:59 +0000 2018	89711	22597	...does not include the Fake Washington Post, which is used as a “lobbyist” and should so  REGISTER. If the P.O. “i… https://t.co/D6wEE6pxVk	does not include the Fake Washington Post which is used as a lobbyist and should so  REGISTER If the PO i 	-0.5	1.0
68	68	Sat Mar 31 12:45:41 +0000 2018	82176	21654	While we are on the subject, it is reported that the U.S. Post Office will lose $1.50 on average for each package i… https://t.co/KJjzUtRvI3	While we are on the subject it is reported that the US Post Office will lose 150 on average for each package i 	-0.15833333333333333	0.36666666666666664
69	69	Fri Mar 30 20:24:56 +0000 2018	87984	25439	https://t.co/UM3YJ6lUiD		0.0	0.0
70	70	Thu Mar 29 20:06:37 +0000 2018	105176	26914	Washington spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state… https://t.co/TkcOWOL5tf	Washington spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state 	0.125	0.4083333333333334
71	71	Thu Mar 29 19:58:35 +0000 2018	74687	18351	JOBS, JOBS, JOBS! Unemployment claims have fallen to a 45-year low. Together, we are making the economy great again! https://t.co/pN2TE5HDQm	JOBS JOBS JOBS Unemployment claims have fallen to a 45year low Together we are making the economy great again 	0.4	0.525
72	72	Thu Mar 29 19:44:06 +0000 2018	74498	16636	We are going to REBUILD our crumbling infrastructure, and there is no better place to begin this campaign than in t… https://t.co/5tbcDBRyqP	We are going to REBUILD our crumbling infrastructure and there is no better place to begin this campaign than in t 	-0.25	0.5
73	73	Thu Mar 29 11:57:38 +0000 2018	130474	33390	I have stated my concerns with Amazon long before the Election. Unlike others, they pay little or no taxes to state… https://t.co/ONyVYY2yMe	I have stated my concerns with Amazon long before the Election Unlike others they pay little or no taxes to state 	-0.11875	0.45
74	74	Wed Mar 28 21:31:54 +0000 2018	48372	9874	....In the interim, Hon. Robert Wilkie of DOD will serve as Acting Secretary. I am thankful for Dr. David Shulkin’s… https://t.co/YTgVqILsvk	In the interim Hon Robert Wilkie of DOD will serve as Acting Secretary I am thankful for Dr David Shulkins 	0.0	0.0
75	75	Wed Mar 28 21:31:08 +0000 2018	78631	17119	I am pleased to announce that I intend to nominate highly respected Admiral Ronny L. Jackson, MD, as the new Secret… https://t.co/YiQiyG8Xi2	I am pleased to announce that I intend to nominate highly respected Admiral Ronny L Jackson MD as the new Secret 	0.09909090909090909	0.6736363636363636
76	76	Wed Mar 28 19:47:02 +0000 2018	118793	32017	Great briefing this afternoon on the start of our Southern Border WALL! https://t.co/pmCNoxxlkH	Great briefing this afternoon on the start of our Southern Border WALL 	0.4	0.375
77	77	Wed Mar 28 16:19:02 +0000 2018	67216	15081	....release known dangerous criminals into communities across the State. All citizens have the right to be protecte… https://t.co/K12LPpU2cX	release known dangerous criminals into communities across the State All citizens have the right to be protecte 	-0.15714285714285714	0.7178571428571429
78	78	Wed Mar 28 16:18:44 +0000 2018	111316	26682	My Administration stands in solidarity with the brave citizens in Orange County defending their rights against Cali… https://t.co/SSxUNFRYf3	My Administration stands in solidarity with the brave citizens in Orange County defending their rights against Cali 	0.8	1.0
79	79	Wed Mar 28 16:14:34 +0000 2018	55135	12215	.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Kore… https://t.co/JoVzyixLJJ	USTradeRep just announced an agreement in principle with South Korea on KORUS A great deal for American and Kore 	0.4	0.375
80	80	Wed Mar 28 10:16:26 +0000 2018	103429	24242	Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM… https://t.co/HA84eyjSV3	Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM 	0.1	0.18333333333333332
81	81	Wed Mar 28 10:05:18 +0000 2018	113748	26510	For years and through many administrations, everyone said that peace and the denuclearization of the Korean Peninsu… https://t.co/1CEbFJYjfG	For years and through many administrations everyone said that peace and the denuclearization of the Korean Peninsu 	0.5	0.5
82	82	Wed Mar 28 09:52:36 +0000 2018	194017	59117	THE SECOND AMENDMENT WILL NEVER BE REPEALED! As much as Democrats would like to see this happen, and despite the wo… https://t.co/JhWsWonTUw	THE SECOND AMENDMENT WILL NEVER BE REPEALED As much as Democrats would like to see this happen and despite the wo 	0.1	0.1
83	83	Tue Mar 27 18:35:06 +0000 2018	68063	15517	I am very pleased to welcome the opioid memorial to the President's Park in April. I encourage all to visit and rem… https://t.co/Q8lkH5IdnS	I am very pleased to welcome the opioid memorial to the Presidents Park in April I encourage all to visit and rem 	0.7250000000000001	0.95
84	84	Tue Mar 27 02:38:07 +0000 2018	0	31166	RT @realDonaldTrump: Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military, many jobs are created and our Military is a…	RT realDonaldTrump Because of the 700 amp 716 Billion Dollars gotten to rebuild our Military many jobs are created and our Military is a	0.10000000000000002	0.2333333333333333
85	85	Tue Mar 27 00:44:52 +0000 2018	104636	21045	Trade talks going on with numerous countries that, for many years, have not treated the United States fairly. In the end, all will be happy!	Trade talks going on with numerous countries that for many years have not treated the United States fairly In the end all will be happy	0.5	0.725
86	86	Mon Mar 26 20:29:19 +0000 2018	69268	15787	Great news! #MAGA https://t.co/mRQGRJkozC	Great news MAGA 	0.8	0.75
87	87	Mon Mar 26 12:38:55 +0000 2018	133784	27441	So much Fake News. Never been more voluminous or more inaccurate. But through it all, our country is doing great!	So much Fake News Never been more voluminous or more inaccurate But through it all our country is doing great	0.325	0.6875
88	88	Mon Mar 26 11:05:40 +0000 2018	98380	19710	The economy is looking really good. It has been many years that we have seen these kind of numbers. The underlying… https://t.co/8sWXaR8gR8	The economy is looking really good It has been many years that we have seen these kind of numbers The underlying 	0.6	0.6666666666666666
89	89	Mon Mar 26 03:26:43 +0000 2018	75381	20632	.@HowieCarrShow just wrote a book which everyone is talking about. He was a great help. He is a veteran journalist… https://t.co/yZX6N0gS4M	HowieCarrShow just wrote a book which everyone is talking about He was a great help He is a veteran journalist 	0.4	0.375
90	90	Sun Mar 25 13:45:44 +0000 2018	51711	11403	“President Donald J. Trump Proclaims March 25, 2018, as Greek Independence Day: A National Day of Celebration of Gr… https://t.co/5xHxd4dTEc	President Donald J Trump Proclaims March 25 2018 as Greek Independence Day A National Day of Celebration of Gr 	0.0	0.0
91	91	Sun Mar 25 13:08:27 +0000 2018	64969	15019	Happy National #MedalOfHonorDay to our HEROES. We love you! https://t.co/6euI31R4Gz	Happy National MedalOfHonorDay to our HEROES We love you 	0.65	0.8
92	92	Sun Mar 25 11:49:16 +0000 2018	82436	17917	....lawyer or law firm will take months to get up to speed (if for no other reason than they can bill more), which… https://t.co/VNRpirZlPZ	lawyer or law firm will take months to get up to speed if for no other reason than they can bill more which 	0.12083333333333333	0.425
93	93	Sun Mar 25 11:40:41 +0000 2018	66663	14315	Many lawyers and top law firms want to represent me in the Russia case...don’t believe the Fake News narrative that… https://t.co/KKFpwlHShL	Many lawyers and top law firms want to represent me in the Russia casedont believe the Fake News narrative that 	0.16666666666666666	0.6666666666666666
94	94	Sun Mar 25 10:42:20 +0000 2018	80150	19678	Much can be done with the $1.6 Billion given to building and fixing the border wall. It is just a down payment. Wor… https://t.co/XKkvhIVsRN	Much can be done with the 16 Billion given to building and fixing the border wall It is just a down payment Wor 	0.022222222222222213	0.24444444444444446
95	95	Sun Mar 25 10:33:25 +0000 2018	117684	31166	Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military, many jobs are created and our Military i… https://t.co/sF9ouOGHwl	Because of the 700 amp 716 Billion Dollars gotten to rebuild our Military many jobs are created and our Military i 	0.10000000000000002	0.2333333333333333
96	96	Sun Mar 25 10:10:14 +0000 2018	83092	19649	France honors a great hero. Officer died after bravely swapping places with hostage in ISIS related terror attack.… https://t.co/e1AvHzZxiL	France honors a great hero Officer died after bravely swapping places with hostage in ISIS related terror attack 	0.5333333333333333	0.7166666666666667
97	97	Sat Mar 24 16:40:11 +0000 2018	83053	15756	Our thoughts and prayers are with the victims of the horrible attack in France yesterday, and we grieve the nation’… https://t.co/OrSJZR27tY	Our thoughts and prayers are with the victims of the horrible attack in France yesterday and we grieve the nation 	-1.0	1.0
98	98	Fri Mar 23 23:01:10 +0000 2018	71387	19338	As a matter of National Security I've signed the Omnibus Spending Bill. I say to Congress: I will NEVER sign anothe… https://t.co/0uoQ7HfCVF	As a matter of National Security Ive signed the Omnibus Spending Bill I say to Congress I will NEVER sign anothe 	0.0	0.0
99	99	Fri Mar 23 20:50:30 +0000 2018	81865	17126	Obama Administration legalized bump stocks. BAD IDEA. As I promised, today the Department of Justice will issue the… https://t.co/gm8BSGsnKT	Obama Administration legalized bump stocks BAD IDEA As I promised today the Department of Justice will issue the 	-0.6999999999999998	0.6666666666666666
100	100	Fri Mar 23 16:32:58 +0000 2018	47571	9681	News conference at the White House concerning the Omnibus Spending Bill.  1:00 P.M.	News conference at the White House concerning the Omnibus Spending Bill  100 PM	0.0	0.0
101	101	Fri Mar 23 12:55:15 +0000 2018	155668	37313	I am considering a VETO of the Omnibus Spending Bill based on the fact that the 800,000 plus DACA recipients have b… https://t.co/qhwYMqKLGO	I am considering a VETO of the Omnibus Spending Bill based on the fact that the 800000 plus DACA recipients have b 	0.0	0.0
102	102	Fri Mar 23 12:26:37 +0000 2018	73005	16386	DACA was abandoned by the Democrats. Very unfair to them! Would have been tied to desperately needed Wall.	DACA was abandoned by the Democrats Very unfair to them Would have been tied to desperately needed Wall	-0.625	1.0
103	103	Fri Mar 23 10:07:18 +0000 2018	77513	21081	House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between… https://t.co/TDzrvtLstr	House Intelligence Committee votes to release final report FINDINGS 1 No evidence provided of Collusion between 	0.0	1.0
104	104	Thu Mar 22 22:26:41 +0000 2018	96082	24223	I am pleased to announce that, effective 4/9/18, @AmbJohnBolton will be my new National Security Advisor. I am very… https://t.co/dlRJSb9xW1	I am pleased to announce that effective 4918 AmbJohnBolton will be my new National Security Advisor I am very 	0.35909090909090907	0.6386363636363636
