	Unnamed: 0	date	likes	retweets	text	filtered_text	polarity	subjectivity
487	487	Tue Jan 16 14:07:38 +0000 2018	99300	23474	The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be… https://t.co/Kv8aUAd3gD	The Democrats want to shut down the Government over Amnesty for all and Border Security The biggest loser will be 	-0.15555555555555559	0.2888888888888889
488	488	Tue Jan 16 13:54:02 +0000 2018	116361	24603	We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and… https://t.co/QH1uNnvCOq	We must have Security at our VERY DANGEROUS SOUTHERN BORDER and we must have a great WALL to help protect us and 	0.006666666666666672	0.5833333333333334
489	489	Tue Jan 16 00:55:35 +0000 2018	0	29711	RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…	RT realDonaldTrump Senator Dicky Durbin totally misrepresented what was said at the DACA meeting Deals cant get made when there is no t	0.0	0.75
490	490	Tue Jan 16 00:53:38 +0000 2018	0	27170	RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed m…	RT realDonaldTrump DACA is probably dead because the Democrats dont really want it they just want to talk and take desperately needed m	-0.19999999999999998	0.5333333333333333
491	491	Tue Jan 16 00:53:19 +0000 2018	0	38818	RT @realDonaldTrump: I, as President, want people coming into our Country who are going to help us become strong and great again, people co…	RT realDonaldTrump I as President want people coming into our Country who are going to help us become strong and great again people co	0.6166666666666667	0.7416666666666667
492	492	Tue Jan 16 00:52:48 +0000 2018	0	18825	RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…	RT realDonaldTrump big unnecessary regulation cuts made it all possible among many other things President Trump reversed the poli	-0.0050000000000000044	0.575
493	493	Tue Jan 16 00:52:43 +0000 2018	0	24707	RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…	RT realDonaldTrump President Trump is not getting the credit he deserves for the economy Tax Cut bonuses to more than 2000000 workers	0.5	0.5
494	494	Tue Jan 16 00:50:19 +0000 2018	0	13671	RT @EricTrump: I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2%…	RT EricTrump I will be always be incredibly proud of my work for StJude raising 163 million dollars over the last 10 years at a 92	0.4	0.5333333333333333
495	495	Tue Jan 16 00:48:04 +0000 2018	0	8795	RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa	RT EricTrump MakeAmericaGreatAgain  	0.0	0.0
496	496	Tue Jan 16 00:47:59 +0000 2018	0	2660	RT @Heritage: We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and…	RT Heritage We had a special visitor yesterday IvankaTrump thank you for meeting with KayColesJames spending time with our team and	0.35714285714285715	0.5714285714285714
497	497	Mon Jan 15 20:28:15 +0000 2018	116349	29711	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is n… https://t.co/YaPbD8cjHe	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting Deals cant get made when there is n 	0.0	0.75
498	498	Mon Jan 15 16:01:11 +0000 2018	0	21187	"RT @WhiteHouse: ""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched i…"	RT WhiteHouse Dr Kings dream is our dream It is the American Dream Its the promise stitched into the fabric of our Nation etched i	0.0	0.0
499	499	Mon Jan 15 13:02:22 +0000 2018	112062	23231	...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, A… https://t.co/Q3BJnCHTLv	to stop drugs they want to take money away from our military which we cannot do My standard is very simple A 	-0.03333333333333333	0.1880952380952381
