	Unnamed: 0	date	likes	retweets	text	filtered_text
0	0	Fri Mar 02 19:48:19 +0000 2018	57259	12010	REST IN PEACE BILLY GRAHAM! https://t.co/2qMoUccVC2	REST IN PEACE BILLY GRAHAM 
1	1	Fri Mar 02 13:57:22 +0000 2018	82007	21226	When a country Taxes our products coming in at, say, 50%, and we Tax the same product coming into our country at ZE… https://t.co/UFVLaWepzN	When a country Taxes our products coming in at say 50 and we Tax the same product coming into our country at ZE 
2	2	Fri Mar 02 13:01:58 +0000 2018	71264	15668	We must protect our country and our workers. Our steel industry is in bad shape. IF YOU DON’T HAVE STEEL, YOU DON’T HAVE A COUNTRY!	We must protect our country and our workers Our steel industry is in bad shape IF YOU DONT HAVE STEEL YOU DONT HAVE A COUNTRY
3	3	Fri Mar 02 11:18:28 +0000 2018	39408	8824	Eric, we are all with you and your family! Look forward to seeing you back on T.V. https://t.co/d6y3Q00BSy	Eric we are all with you and your family Look forward to seeing you back on TV 
4	4	Fri Mar 02 11:07:40 +0000 2018	107261	22754	Alec Baldwin, whose dying mediocre career was saved by his terrible impersonation of me on SNL, now says playing me… https://t.co/Ntuy4BRXmJ	Alec Baldwin whose dying mediocre career was saved by his terrible impersonation of me on SNL now says playing me 
5	5	Fri Mar 02 10:50:34 +0000 2018	71685	17205	When a country (USA) is losing many billions of dollars on trade with virtually every country it does business with… https://t.co/lPSkkolNRP	When a country USA is losing many billions of dollars on trade with virtually every country it does business with 
6	6	Fri Mar 02 03:04:51 +0000 2018	77373	15143	Good (Great) meeting in the Oval Office tonight with the NRA!	Good Great meeting in the Oval Office tonight with the NRA
7	7	Fri Mar 02 02:59:37 +0000 2018	0	4895	RT @IvankaTrump: My OpEd on the importance of #YouthSports participation and how this Administration is seeking to lift barriers so all our…	RT IvankaTrump My OpEd on the importance of YouthSports participation and how this Administration is seeking to lift barriers so all our
8	8	Fri Mar 02 02:58:35 +0000 2018	0	8335	RT @Scavino45: “Trump Comes Through — Saves $1.4 Billion On New Air Force One” https://t.co/cN3TAQywpR	RT Scavino45 Trump Comes Through  Saves 14 Billion On New Air Force One 
9	9	Fri Mar 02 00:52:43 +0000 2018	63827	12710	Manufacturing growing at the fastest pace in almost two decades!	Manufacturing growing at the fastest pace in almost two decades
10	10	Fri Mar 02 00:51:28 +0000 2018	63766	12961	Jobless claims at a 49 year low!	Jobless claims at a 49 year low
11	11	Thu Mar 01 21:31:32 +0000 2018	43011	10079	Together, we will face this challenge as a national family with conviction, with unity, and with a commitment to lo… https://t.co/7sw39LHddj	Together we will face this challenge as a national family with conviction with unity and with a commitment to lo 
12	12	Thu Mar 01 20:40:52 +0000 2018	39340	9235	“Consumer Confidence in February Highest Since November 2000” https://t.co/UgAJRawExx	Consumer Confidence in February Highest Since November 2000 
13	13	Thu Mar 01 18:26:55 +0000 2018	40973	9915	“Manufacturing in U.S. Expands at Fastest Pace Since May 2004” https://t.co/XZkwS8tTml	Manufacturing in US Expands at Fastest Pace Since May 2004 
14	14	Thu Mar 01 18:06:30 +0000 2018	51556	13419	Unemployment filings are at their lowest level in over 48 years. Great news for workers and JOBS, JOBS, JOBS! #MAGA https://t.co/SzHTarzfrW	Unemployment filings are at their lowest level in over 48 years Great news for workers and JOBS JOBS JOBS MAGA 
15	15	Thu Mar 01 12:12:42 +0000 2018	94501	21155	Our Steel and Aluminum industries (and many others) have been decimated by decades of unfair trade and bad policy w… https://t.co/OEgFJVYtCs	Our Steel and Aluminum industries and many others have been decimated by decades of unfair trade and bad policy w 
16	16	Thu Mar 01 11:53:58 +0000 2018	73070	16437	Many ideas, some good &amp; some not so good, emerged from our bipartisan meeting on school safety yesterday at the Whi… https://t.co/aJ2m3fH3y3	Many ideas some good amp some not so good emerged from our bipartisan meeting on school safety yesterday at the Whi 
17	17	Wed Feb 28 21:34:16 +0000 2018	49728	11179	It was an honor to welcome bipartisan members of Congress for a discussion on SAFE schools and SAFE communities. As… https://t.co/EPB1EN3HRc	It was an honor to welcome bipartisan members of Congress for a discussion on SAFE schools and SAFE communities As 
18	18	Wed Feb 28 19:01:34 +0000 2018	68586	16667	"Today we honor Billy Graham as only three private citizens before him have been honored. 

We say a prayer for our… https://t.co/CbrnqFwUuZ"	Today we honor Billy Graham as only three private citizens before him have been honored We say a prayer for our 
19	19	Wed Feb 28 18:36:53 +0000 2018	61850	13628	Starting at a small Bible School in Florida, Billy Graham soon led a nationwide revival. From a large tent in Los A… https://t.co/rhhuOssGmf	Starting at a small Bible School in Florida Billy Graham soon led a nationwide revival From a large tent in Los A 
20	20	Wed Feb 28 17:10:22 +0000 2018	70626	16957	Today, in the center of this great Chamber lies Billy Graham – an Ambassador for Christ who reminded the world of t… https://t.co/1pVcsV0cam	Today in the center of this great Chamber lies Billy Graham  an Ambassador for Christ who reminded the world of t 
21	21	Wed Feb 28 14:34:37 +0000 2018	86212	24743	Why is A.G. Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse. Will take for… https://t.co/3tKywTn98g	Why is AG Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse Will take for 
22	22	Wed Feb 28 14:08:21 +0000 2018	107046	20315	45 year low on illegal border crossings this year. Ice and Border Patrol Agents are doing a great job for our Count… https://t.co/Q6WZdxvUjS	45 year low on illegal border crossings this year Ice and Border Patrol Agents are doing a great job for our Count 
23	23	Wed Feb 28 12:29:56 +0000 2018	96908	21593	I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is… https://t.co/Vz6U6uS0Za	I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is 
24	24	Wed Feb 28 12:02:58 +0000 2018	90609	22769	The Heritage Foundation has just stated that 64% of the Trump Agenda is already done, faster than even Ronald Reaga… https://t.co/MxsE3dtLnd	The Heritage Foundation has just stated that 64 of the Trump Agenda is already done faster than even Ronald Reaga 
25	25	Wed Feb 28 04:28:31 +0000 2018	97627	23185	Big legal win today. U.S. judge sided with the Trump Administration and rejected the attempt to stop the government… https://t.co/zxoD3cKbaA	Big legal win today US judge sided with the Trump Administration and rejected the attempt to stop the government 
26	26	Wed Feb 28 04:20:43 +0000 2018	68451	16466	Such a beautiful map, thank you! https://t.co/FyQdgKvsRO	Such a beautiful map thank you 
27	27	Tue Feb 27 22:58:19 +0000 2018	48329	11849	.@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill d… https://t.co/NZAavAxY2F	SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill d 
28	28	Tue Feb 27 22:55:36 +0000 2018	62814	15084	Texas LC George P. Bush backed me when it wasn’t the politically correct thing to do, and I back him now. Also, AC… https://t.co/6YdVjdovKe	Texas LC George P Bush backed me when it wasnt the politically correct thing to do and I back him now Also AC 
29	29	Tue Feb 27 18:18:22 +0000 2018	55666	13216	“American consumers are the most confident they've been since 2000....A strong job market is boosting confidence. T… https://t.co/jabPYi1Opc	American consumers are the most confident theyve been since 2000A strong job market is boosting confidence T 
30	30	Tue Feb 27 18:11:19 +0000 2018	102102	28077	I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott, Senator Ted Cruz,… https://t.co/hhYhBC3fk8	I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz 
31	31	Tue Feb 27 12:49:41 +0000 2018	92117	23936	WITCH HUNT!	WITCH HUNT
32	32	Tue Feb 27 12:45:58 +0000 2018	90737	23252	“We’ve seen NO EVIDENCE OF COLLUSION....I have seen nothing, the firing of James Comey and all of the aftermath, th… https://t.co/smYiwXrZnh	Weve seen NO EVIDENCE OF COLLUSIONI have seen nothing the firing of James Comey and all of the aftermath th 
33	33	Tue Feb 27 12:28:59 +0000 2018	63751	14619	“I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence...… https://t.co/wUxgVpVTIN	Ive been skeptical about the collusion and obstruction claims for the last year I just dont see the evidence 
34	34	Tue Feb 27 11:59:30 +0000 2018	67494	19372	“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s… https://t.co/IpmARu0gyP	Hes got a very good point Somebody in the Justice Department has a treasure trove of evidence of Mrs Clintons 
35	35	Sun Feb 25 19:43:34 +0000 2018	0	13774	RT @WhiteHouse: Merit-based immigration reform will benefit American workers and relieve the strain imposed by our current system on Federa…	RT WhiteHouse Meritbased immigration reform will benefit American workers and relieve the strain imposed by our current system on Federa
36	36	Sun Feb 25 03:56:04 +0000 2018	0	7489	RT @VollrathTammie: @realDonaldTrump @FoxNews https://t.co/sERi7Vyh5I	RT VollrathTammie realDonaldTrump FoxNews 
37	37	Sun Feb 25 03:11:28 +0000 2018	0	14605	"RT @FoxNews: President @realDonaldTrump on Dem FISA memo: ""A lot of bad things happened on the other side, not on this side, but the other…"	RT FoxNews President realDonaldTrump on Dem FISA memo A lot of bad things happened on the other side not on this side but the other
38	38	Sun Feb 25 03:10:28 +0000 2018	0	13421	"RT @FoxNews: President @realDonaldTrump on DACA: ""I'm the one that's pushing DACA and the Democrats are nowhere to be found."" https://t.co/…"	RT FoxNews President realDonaldTrump on DACA Im the one thats pushing DACA and the Democrats are nowhere to be found 
39	39	Sun Feb 25 01:00:46 +0000 2018	49291	8614	I will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. Enjoy!	I will be interviewed by JudgeJeanine on FoxNews at 900 PM Enjoy
40	40	Sun Feb 25 00:56:35 +0000 2018	76324	19531	“Congressman Schiff omitted and distorted key facts” @FoxNews  So, what else is new. He is a total phony!	Congressman Schiff omitted and distorted key facts FoxNews  So what else is new He is a total phony
41	41	Sat Feb 24 23:44:11 +0000 2018	73268	19400	“Russians had no compromising information on Donald Trump” @FoxNews  Of course not, because there is none, and neve… https://t.co/R9sniNq1ar	Russians had no compromising information on Donald Trump FoxNews  Of course not because there is none and neve 
42	42	Sat Feb 24 23:20:06 +0000 2018	79504	21813	Dem Memo: FBI did not disclose who the clients were - the Clinton Campaign and the DNC. Wow!	Dem Memo FBI did not disclose who the clients were  the Clinton Campaign and the DNC Wow
43	43	Sat Feb 24 23:16:13 +0000 2018	82205	20826	The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all… https://t.co/7xFWbPQ5Xh	The Democrat memo response on government surveillance abuses is a total political and legal BUST Just confirms all 
44	44	Sat Feb 24 22:26:15 +0000 2018	98886	25446	BIG CPAC STRAW POLL RESULTS: 93% APPROVE OF THE JOB PRESIDENT TRUMP IS DOING (Thank you!). 50% say President Trump… https://t.co/QavF7yVap4	BIG CPAC STRAW POLL RESULTS 93 APPROVE OF THE JOB PRESIDENT TRUMP IS DOING Thank you 50 say President Trump 
45	45	Sat Feb 24 21:18:01 +0000 2018	93295	22448	Dems are no longer talking DACA! “Out of sight, out of mind,” they say. DACA beneficiaries should not be happy. Nan… https://t.co/TZjolh9nkE	Dems are no longer talking DACA Out of sight out of mind they say DACA beneficiaries should not be happy Nan 
46	46	Sat Feb 24 21:07:43 +0000 2018	73809	15995	Unemployment claims are at the lowest level since 1973. Much of this has to do with the massive cutting of unnecess… https://t.co/3W7uDjmtZJ	Unemployment claims are at the lowest level since 1973 Much of this has to do with the massive cutting of unnecess 
47	47	Sat Feb 24 20:16:32 +0000 2018	79595	22592	Democrat judges have totally redrawn election lines in the great State of Pennsylvania. @FoxNews. This is very unfa… https://t.co/uErhBXPwuM	Democrat judges have totally redrawn election lines in the great State of Pennsylvania FoxNews This is very unfa 
48	48	Sat Feb 24 18:54:14 +0000 2018	85385	20857	Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart p… https://t.co/wQSlkyUTzh	Armed Educators and trusted people who work within a school love our students and will protect them Very smart p 
49	49	Sat Feb 24 13:23:37 +0000 2018	0	37229	RT @realDonaldTrump: I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end…	RT realDonaldTrump I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health Raise age to 21 and end
50	50	Sat Feb 24 13:21:02 +0000 2018	80728	20445	So true Wayne, and Lowest black unemployment in history! https://t.co/gDxxJdZQUm	So true Wayne and Lowest black unemployment in history 
51	51	Fri Feb 23 22:46:47 +0000 2018	86496	15540	Thank you to the great men and women of the United States @SecretService for a job well done!	Thank you to the great men and women of the United States SecretService for a job well done
52	52	Fri Feb 23 21:19:37 +0000 2018	46926	8923	Today, @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia… https://t.co/PeVPje9xba	Today FLOTUS Melania and I were honored to welcome Prime Minister TurnbullMalcolm and Mrs Turnbull of Australia 
53	53	Fri Feb 23 17:12:40 +0000 2018	85122	20738	Our nation’s motto is IN GOD WE TRUST. This week, our nation lost an incredible leader who devoted his life to help… https://t.co/gQzYg1Xq8r	Our nations motto is IN GOD WE TRUST This week our nation lost an incredible leader who devoted his life to help 
54	54	Fri Feb 23 17:08:42 +0000 2018	72757	16734	We salute our great American flag, we put our hands on our hearts for the pledge of Allegiance, and we all PROUDLY… https://t.co/BoR8a2Kn29	We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY 
55	55	Fri Feb 23 17:06:36 +0000 2018	68952	15947	After years of rebuilding OTHER nations, we are finally rebuilding OUR nation - and we are restoring our confidence… https://t.co/LXqvjEMR5D	After years of rebuilding OTHER nations we are finally rebuilding OUR nation  and we are restoring our confidence 
56	56	Fri Feb 23 13:09:54 +0000 2018	97401	24726	For those of you who are still interested, the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them!	For those of you who are still interested the Democrats have totally forgotten about DACA Not a lot of interest on this subject from them
57	57	Fri Feb 23 13:07:07 +0000 2018	98097	14475	My daughter, Ivanka, just arrived in South Korea. We cannot have a better, or smarter, person representing our country.	My daughter Ivanka just arrived in South Korea We cannot have a better or smarter person representing our country
58	58	Fri Feb 23 13:01:09 +0000 2018	46652	7822	CPAC Today!	CPAC Today
59	59	Fri Feb 23 11:28:35 +0000 2018	124980	28288	MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands, but these killers… https://t.co/ktMXRRb97k	MS13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers 
60	60	Fri Feb 23 01:26:26 +0000 2018	112871	32045	“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like… https://t.co/wDQm1urt9V	School shooting survivor says he quit CNN Town Hall after refusing scripted question TuckerCarlson Just like 
61	61	Thu Feb 22 20:07:20 +0000 2018	82830	18622	Today, it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders, la… https://t.co/BtEV9OqmNJ	Today it was my great honor to host a School Safety Roundtable at the WhiteHouse with State and local leaders la 
62	62	Thu Feb 22 16:29:50 +0000 2018	102926	18319	On behalf of an entire Nation, CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA… https://t.co/1dpsf8yqdq	On behalf of an entire Nation CONGRATULATIONS to the US Womens Hockey Team on winning the GOLD GoTeamUSA 
63	63	Thu Feb 22 14:53:52 +0000 2018	105708	19778	Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’… https://t.co/USyL5x0ujR	Will be meeting with Lawmakers today at 1130 AM to discuss School Safety  Next week it will be with our Nation 
64	64	Thu Feb 22 14:31:35 +0000 2018	92458	22789	What many people don’t understand, or don’t want to understand, is that Wayne, Chris and the folks who work so hard… https://t.co/4I87uxDsqD	What many people dont understand or dont want to understand is that Wayne Chris and the folks who work so hard 
65	65	Thu Feb 22 13:13:32 +0000 2018	185976	37229	I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and e… https://t.co/5zKlGxnVTc	I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health Raise age to 21 and e 
66	66	Thu Feb 22 13:05:18 +0000 2018	106659	25918	....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and ot… https://t.co/NTnUcZxrle	If a potential sicko shooter knows that a school has a large number of very weapons talented teachers and ot 
67	67	Thu Feb 22 12:54:09 +0000 2018	125099	29836	....History shows that a school shooting lasts, on average, 3 minutes. It takes police &amp; first responders approxima… https://t.co/v68k63he25	History shows that a school shooting lasts on average 3 minutes It takes police amp first responders approxima 
68	68	Thu Feb 22 12:40:08 +0000 2018	101948	22625	....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would als… https://t.co/wyg77QWPfn	immediately fire back if a savage sicko came to a school with bad intentions Highly trained teachers would als 
69	69	Thu Feb 22 12:26:28 +0000 2018	88400	22583	I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil… https://t.co/Tvi4fzLbCA	I never said give teachers guns like was stated on Fake News CNN amp NBC What I said was to look at the possibil 
70	70	Thu Feb 22 01:40:33 +0000 2018	105572	23838	I will always remember the time I spent today with courageous students, teachers and families. So much love in the… https://t.co/u8ZYPzhp2S	I will always remember the time I spent today with courageous students teachers and families So much love in the 
71	71	Wed Feb 21 21:12:45 +0000 2018	83705	18301	.@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayer… https://t.co/Q8BrGTiHuP	FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham Our prayer 
72	72	Wed Feb 21 18:20:25 +0000 2018	74276	15122	Yesterday, it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders, and to a… https://t.co/PsfNaJrfEB	Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to a 
73	73	Wed Feb 21 14:40:21 +0000 2018	116325	32572	Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why… https://t.co/dquN8v8VwU	Question If all of the Russian meddling took place during the Obama Administration right up to January 20th why 
74	74	Wed Feb 21 14:22:07 +0000 2018	150661	30037	The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.	The GREAT Billy Graham is dead There was nobody like him He will be missed by Christians and all religions A very special man
75	75	Wed Feb 21 01:18:36 +0000 2018	81546	16257	@CNN @MSNBC Whether we are Republican or Democrat, we must now focus on strengthening Background Checks!	CNN MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks
76	76	Wed Feb 21 01:14:19 +0000 2018	98304	22061	So true, thank you! https://t.co/9TTXlfokYz	So true thank you 
77	77	Wed Feb 21 01:08:00 +0000 2018	95472	22578	Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably kne… https://t.co/1s5PQaBe2g	Bad ratings CNN amp MSNBC got scammed when they covered the antiTrump Russia rally walltowall They probably kne 
78	78	Tue Feb 20 17:49:07 +0000 2018	74911	17619	"Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more… https://t.co/gkJczuVCt6"	Main Street is BOOMING thanks to our incredible TAX CUT and Reform law This shows smallbusiness owners are more 
79	79	Tue Feb 20 15:29:07 +0000 2018	79551	19913	....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking mon… https://t.co/OTpK1KLYOL	cameras running Another False Accusation Why doesnt washingtonpost report the story of the women taking mon 
80	80	Tue Feb 20 15:16:06 +0000 2018	96802	21913	A woman I don’t know and, to the best of my knowledge, never met, is on the FRONT PAGE of the Fake News Washington… https://t.co/lWlDMu6gxb	A woman I dont know and to the best of my knowledge never met is on the FRONT PAGE of the Fake News Washington 
81	81	Tue Feb 20 13:38:49 +0000 2018	78318	16410	I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!	I have been much tougher on Russia than Obama just look at the facts Total Fake News
82	82	Tue Feb 20 13:11:58 +0000 2018	79487	20393	Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map, all the way to th… https://t.co/bT190oQKpM	Hope Republicans in the Great State of Pennsylvania challenge the new pushed Congressional Map all the way to th 
83	83	Tue Feb 20 13:03:53 +0000 2018	51765	10244	Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President O… https://t.co/KxKVJL0Bc4	Matt Schlapp and CPAC are getting ready for another exciting event Big difference from those days when President O 
84	84	Tue Feb 20 12:54:39 +0000 2018	82316	17287	Republicans are now leading the Generic Poll, perhaps because of the popular Tax Cuts which the Dems want to take a… https://t.co/TQfyR96KP8	Republicans are now leading the Generic Poll perhaps because of the popular Tax Cuts which the Dems want to take a 
85	85	Tue Feb 20 12:46:18 +0000 2018	85641	20867	....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and… https://t.co/59Wli8q1pN	The President Obama quote just before election Thats because he thought Crooked Hillary was going to win and 
86	86	Tue Feb 20 12:37:20 +0000 2018	68063	17577	“There is no serious person out there who would suggest somehow that you could even rig America’s elections, there’… https://t.co/eJ9M6A2H50	There is no serious person out there who would suggest somehow that you could even rig Americas elections there 
87	87	Tue Feb 20 12:24:54 +0000 2018	66548	14781	Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russ… https://t.co/SI7CxX4a7C	Thank you to foxandfriends for the great timeline on all of the failures the Obama Administration had against Russ 
88	88	Tue Feb 20 02:48:02 +0000 2018	68547	13345	“The Faith of Donald Trump,” a book just out by David Brody and Scott Lamb, is a very interesting read. Enjoy!	The Faith of Donald Trump a book just out by David Brody and Scott Lamb is a very interesting read Enjoy
89	89	Tue Feb 20 02:29:29 +0000 2018	121276	25509	The U.S. economy is looking very good, in my opinion, even better than anticipated. Companies are pouring back into… https://t.co/Sxweprvk7N	The US economy is looking very good in my opinion even better than anticipated Companies are pouring back into 
90	90	Tue Feb 20 02:21:08 +0000 2018	55059	9470	.@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Sena… https://t.co/h1RaVb2OVj	MittRomney has announced he is running for the Senate from the wonderful State of Utah He will make a great Sena 
91	91	Mon Feb 19 19:55:49 +0000 2018	91862	22486	Obama was President up to, and beyond, the 2016 Election. So why didn’t he do something about Russian meddling?	Obama was President up to and beyond the 2016 Election So why didnt he do something about Russian meddling
92	92	Mon Feb 19 13:42:10 +0000 2018	145334	24205	Have a great, but very reflective, President’s Day!	Have a great but very reflective Presidents Day
93	93	Mon Feb 19 04:28:40 +0000 2018	155013	34945	Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Mi… https://t.co/7iuf59562i	Just watched a very insecure Oprah Winfrey who at one point I knew very well interview a panel of people on 60 Mi 
94	94	Sun Feb 18 19:13:02 +0000 2018	102785	15730	My great friends from NASCAR are having their big race today, The Daytona 500. Brian France and the France family a… https://t.co/EWBOQxPW2S	My great friends from NASCAR are having their big race today The Daytona 500 Brian France and the France family a 
95	95	Sun Feb 18 17:10:32 +0000 2018	78018	18152	Thank you to KenStarr, former Independent Counsel, Whitewater, for your insight and powerful words on FISA abuse, R… https://t.co/XGIgUkn3qK	Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse R 
96	96	Sun Feb 18 13:55:55 +0000 2018	97845	22092	Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks.… https://t.co/iIrNmfPgbQ	Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot Big gain over last 4 weeks 
97	97	Sun Feb 18 13:46:39 +0000 2018	77567	19952	The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs	The Fake News of big ratings loser CNN 
98	98	Sun Feb 18 13:11:28 +0000 2018	119334	33467	If it was the GOAL of Russia to create discord, disruption and chaos within the U.S. then, with all of the Committe… https://t.co/fx3CPabzTi	If it was the GOAL of Russia to create discord disruption and chaos within the US then with all of the Committe 
99	99	Sun Feb 18 12:53:11 +0000 2018	0	12898	RT @mike_pence: Big night. Largest-ever Dallas County GOP Reagan Day Dinner. As I told the crowd, under President @realDonaldTrump: Promise…	RT mike_pence Big night Largestever Dallas County GOP Reagan Day Dinner As I told the crowd under President realDonaldTrump Promise
100	100	Sun Feb 18 12:43:48 +0000 2018	90856	19980	Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election, he is probably doin… https://t.co/R2OTHSUYP9	Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doin 
101	101	Sun Feb 18 12:33:16 +0000 2018	127697	31905	I never said Russia did not meddle in the election, I said “it may be Russia, or China or another country or group,… https://t.co/1dMjQbLlSC	I never said Russia did not meddle in the election I said it may be Russia or China or another country or group 
102	102	Sun Feb 18 12:22:29 +0000 2018	109493	28756	Finally, Liddle’ Adam Schiff, the leakin’ monster of no control, is now blaming the Obama Administration for Russia… https://t.co/9HNsbaWwWj	Finally Liddle Adam Schiff the leakin monster of no control is now blaming the Obama Administration for Russia 
103	103	Sun Feb 18 12:02:52 +0000 2018	125383	38556	Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress,… https://t.co/5nQ35ANIrg	Never gotten over the fact that Obama was able to send 17 Billion Dollars in CASH to Iran and nobody in Congress 
104	104	Sun Feb 18 04:22:48 +0000 2018	97482	27352	General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians a… https://t.co/ilaHKwf6Jy	General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians a 
105	105	Sun Feb 18 04:08:45 +0000 2018	150281	37540	Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable… https://t.co/yvvTEmad2e	Very sad that the FBI missed all of the many signals sent out by the Florida school shooter This is not acceptable 
106	106	Sat Feb 17 23:45:28 +0000 2018	123948	32619	Just like they don’t want to solve the DACA problem, why didn’t the Democrats pass gun control legislation when the… https://t.co/c2gS0ByFUw	Just like they dont want to solve the DACA problem why didnt the Democrats pass gun control legislation when the 
107	107	Sat Feb 17 20:16:39 +0000 2018	58806	17348	“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main go… https://t.co/y4PVZ6KZqv	I have seen all of the Russian ads and I can say very definitively that swaying the election was NOT the main go 
108	108	Sat Feb 17 20:11:32 +0000 2018	61198	18951	The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads, Rob Goldman! https://t.co/XGC7ynZwYJ	The Fake News Media never fails Hard to ignore this fact from the Vice President of Facebook Ads Rob Goldman 
109	109	Sat Feb 17 19:46:48 +0000 2018	106688	25841	Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014, long before my run for… https://t.co/9BPo5EB5WN	Funny how the Fake News Media doesnt want to say that the Russian group was formed in 2014 long before my run for 
110	110	Sat Feb 17 19:36:14 +0000 2018	90938	22103	Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any Americ… https://t.co/pPhsPl34Ie	Deputy AG Rod Rosenstein stated at the News Conference There is no allegation in the indictment that any Americ 
111	111	Sat Feb 17 19:26:13 +0000 2018	71667	19080	“Charges Deal Don A Big Win,” written by Michael Goodwin of the @nypost, succinctly states that “the Russians had n… https://t.co/yoFUA9PolC	Charges Deal Don A Big Win written by Michael Goodwin of the nypost succinctly states that the Russians had n 
112	112	Sat Feb 17 19:04:43 +0000 2018	97652	14887	Melania and I met such incredible people last night in Broward County, Florida. Will never forget them, or the evening!	Melania and I met such incredible people last night in Broward County Florida Will never forget them or the evening
113	113	Sat Feb 17 04:53:13 +0000 2018	118962	24968	Our entire Nation, w/one heavy heart, continues to pray for the victims &amp; their families in Parkland, FL. To teache… https://t.co/jR8THlLD5z	Our entire Nation wone heavy heart continues to pray for the victims amp their families in Parkland FL To teache 
114	114	Fri Feb 16 20:18:11 +0000 2018	142550	37530	Russia started their anti-US campaign in 2014, long before I announced that I would run for President. The results… https://t.co/B4D7ZcKHPp	Russia started their antiUS campaign in 2014 long before I announced that I would run for President The results 
115	115	Fri Feb 16 14:49:54 +0000 2018	97982	22121	Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard.	Cannot believe how BADLY DACA recipients have been treated by the Democratstotally abandoned Republicans are still working hard
