	Unnamed: 0	date	likes	retweets	text	filtered_text
452	452	Fri Dec 22 15:07:55 +0000 2017	102859	19127	Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much… https://t.co/fgGbqDb0wg	Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office Will also be signing a much 
453	453	Fri Dec 22 15:04:39 +0000 2017	91828	19745	With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Jud… https://t.co/CukTyBYh5K	With all my Administration has done on Legislative Approvals broke Harry Trumans Record Regulation Cutting Jud 
454	454	Fri Dec 22 14:17:04 +0000 2017	86038	18689	“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of T… https://t.co/M7G4m0QqmO	The President has accomplished some absolutely historic things during this past year Thank you Charlie Kirk of T 
455	455	Fri Dec 22 13:05:06 +0000 2017	121828	27568	At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan… https://t.co/YVl8tAcSOk	At some point and for the good of the country I predict we will start working with the Democrats in a Bipartisan 
456	456	Fri Dec 22 12:50:42 +0000 2017	47827	10176	So true! https://t.co/1c8hu6O5t9	So true 
457	457	Fri Dec 22 12:47:51 +0000 2017	94948	21965	Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big comp… https://t.co/jnCQYxYQBh	Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of love  that is big comp 
458	458	Thu Dec 21 18:16:28 +0000 2017	68550	13964	THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN!… https://t.co/aykO3m2rVg	THANK YOU to everyone who joined me at the WhiteHouse yesterday Together we are MAKING AMERICA GREAT AGAIN 
459	459	Thu Dec 21 14:52:22 +0000 2017	88566	20582	House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.… https://t.co/NRQRR8w3pp	House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular just passed Tax Cuts 
460	460	Thu Dec 21 13:56:28 +0000 2017	85950	18045	Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN	Home Sales hit BEST numbers in 10 years MAKE AMERICA GREAT AGAIN
461	461	Thu Dec 21 12:45:17 +0000 2017	91883	18995	Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake… https://t.co/43JVSDZSt6	Was foxandfriends just named the most influential show in news You deserve it  three great people The many Fake 
462	462	Thu Dec 21 12:24:22 +0000 2017	111165	25336	The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bo… https://t.co/9RZmBbjPQo	The Massive Tax Cuts which the Fake News Media is desperate to write badly about so as to please their Democrat bo 
463	463	Wed Dec 20 21:44:50 +0000 2017	100896	23927	WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R	WE ARE MAKING AMERICA GREAT AGAIN 
464	464	Wed Dec 20 18:09:44 +0000 2017	82851	20561	"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o"	We are delivering HISTORIC TAX RELIEF for the American peopleTaxCutsandJobsAct 
465	465	Wed Dec 20 17:30:26 +0000 2017	68277	15328	Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2	Together we are MAKING AMERICA GREAT AGAIN 
466	466	Wed Dec 20 16:39:04 +0000 2017	88180	17807	I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p… https://t.co/XkEvQ5GTGi	I would like to congratulate SenateMajLdr on having done a fantastic job both strategically amp politically on the p 
467	467	Wed Dec 20 14:32:51 +0000 2017	78834	17925	The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their… https://t.co/TKdgQwixwF	The Tax Cuts are so large and so meaningful and yet the Fake News is working overtime to follow the lead of their 
468	468	Wed Dec 20 06:09:06 +0000 2017	139636	31332	The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (O… https://t.co/uK5NUk2Ymo	The United States Senate just passed the biggest in history Tax Cut and Reform Bill Terrible Individual Mandate O 
469	469	Tue Dec 19 20:18:12 +0000 2017	127352	24476	Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous… https://t.co/DjSHn7C6bL	Congratulations to Paul Ryan Kevin McCarthy Kevin Brady Steve Scalise Cathy McMorris Rodgers and all great Hous 
470	470	Tue Dec 19 15:07:01 +0000 2017	96603	24916	A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirm… https://t.co/wu6B3WTgX0	A  story in the washingtonpost that I was close to rescinding the nomination of Justice Gorsuch prior to confirm 
471	471	Tue Dec 19 11:23:40 +0000 2017	69548	14279	Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope… https://t.co/2BJwFD1CTu	Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope 
472	472	Tue Dec 19 11:04:11 +0000 2017	113366	24123	DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!	DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER  MAKE AMERICA GREAT AGAIN
473	473	Tue Dec 19 00:54:32 +0000 2017	66574	16550	Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebr… https://t.co/QsOYvl1MXs	Together our task is to strengthen our families to build up our communities to serve our citizens and to celebr 
474	474	Mon Dec 18 23:49:30 +0000 2017	61011	15608	With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to… https://t.co/PCdvaFyy2D	With the strategy that I announced today we are declaring that AMERICA is in the game and AMERICA is DETERMINED to 
475	475	Mon Dec 18 22:25:20 +0000 2017	97554	21465	70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!	70 Record Closes for the Dow so far this year We have NEVER had 70 Dow Records in a one year period Wow
476	476	Mon Dec 18 22:20:20 +0000 2017	40072	8637	Thank you Maria B! https://t.co/v1UR63CqLK	Thank you Maria B 
477	477	Mon Dec 18 22:18:13 +0000 2017	43949	8741	So true Ivanka! https://t.co/BNGUJG69Ki	So true Ivanka 
478	478	Mon Dec 18 20:40:08 +0000 2017	48498	10017	As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will… https://t.co/95522wIKVN	As the world watches we are days away from passing HISTORIC TAX CUTS for American families and businesses It will 
479	479	Mon Dec 18 20:28:19 +0000 2017	48540	10259	When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On Novem… https://t.co/p8hGEg9j3v	When the American People speak ALL OF US should listen Just over one year ago you spoke loud and clear On Novem 
480	480	Mon Dec 18 20:19:18 +0000 2017	64044	12967	Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more t… https://t.co/ZUveaJ7Hv2	Over the past 11 months I have travelled tens of thousands of miles to visit 13 countries I have met with more t 
481	481	Mon Dec 18 19:35:38 +0000 2017	42841	8729	Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State.… https://t.co/kPYFsuSKL7	Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State 
482	482	Mon Dec 18 18:51:26 +0000 2017	83786	15186	My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of… https://t.co/kw24I2Jm9t	My thoughts and prayers are with everyone involved in the train accident in DuPont Washington Thank you to all of 
483	483	Mon Dec 18 18:41:05 +0000 2017	106056	22976	The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructur… https://t.co/K1e1absbxG	The train accident that just occurred in DuPont WA shows more than ever why our soon to be submitted infrastructur 
484	484	Mon Dec 18 11:42:18 +0000 2017	44057	6243	Ivanka Trump will be interviewed on @foxandfriends.	Ivanka Trump will be interviewed on foxandfriends
485	485	Mon Dec 18 11:23:49 +0000 2017	87483	18831	Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie… https://t.co/AmcJkgOSRk	Remember Republicans are 50 in Congressional Races this year The media refuses to mention this I said Gillespie 
486	486	Mon Dec 18 00:26:07 +0000 2017	60608	13029	More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who neve… https://t.co/QPzu1tZjLZ	More than a century after conquering flight the WrightBrothers continue to motivate amp inspire Americans who neve 
487	487	Sun Dec 17 21:13:34 +0000 2017	63463	10910	Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the… https://t.co/jN86UYnzYa	Wonderful weekend at Camp David A very special place A lot of very important work done Heading back to the 
488	488	Sun Dec 17 17:01:58 +0000 2017	84925	18174	As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the b… https://t.co/sTAoTR50EF	As a candidate I promised we would pass a massive TAX CUT for the everyday working American families who are the b 
489	489	Sat Dec 16 20:31:43 +0000 2017	52180	12944	WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x	WEEKLY ADDRESS 
490	490	Sat Dec 16 20:05:05 +0000 2017	69681	15130	TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wag… https://t.co/BL5ONhuHIb	TAX CUTS will increase investment in the American economy and in US workers leading to higher growth higher wag 
491	491	Sat Dec 16 14:52:03 +0000 2017	109454	22120	Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just… https://t.co/UdHao5fSzB	Congratulations to two great and hardworking guys Corey Lewandowski and David Bossie on the success of their just 
492	492	Sat Dec 16 03:12:37 +0000 2017	64918	13746	Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt	Great job Kevin we are all proud of you 
493	493	Sat Dec 16 03:09:24 +0000 2017	0	6691	RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…	RT RepKristiNoem A lot of tough decisions got us to this point but were closer than weve been in 30 years to a fairer tax code that k
494	494	Sat Dec 16 03:09:06 +0000 2017	0	10113	"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…"	RT SpeakerRyan For individuals and families the final Tax Cuts amp Jobs Actlowers individual taxesnearly doubles the standard deducti
495	495	Sat Dec 16 03:08:44 +0000 2017	0	15877	RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…	RT PressSec POTUS historic tax cuts  doubling of the child tax credit will do infinitely more to empower working moms than liberals p
496	496	Sat Dec 16 00:00:11 +0000 2017	57116	12832	DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG	DOW SampP 500 and NASDAQ close at record highs MAGA 
497	497	Fri Dec 15 21:58:12 +0000 2017	77592	18153	Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility… https://t.co/EUYbJAie51	Today it was my tremendous honor to visit Marine Helicopter Squadron One HMX1 at the Marine Corps Air Facility 
498	498	Fri Dec 15 19:48:58 +0000 2017	72171	16829	"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and t… https://t.co/XGgLASUpMm"	You are always there for us  THE MEN AND WOMEN IN BLUEThank you to our police thank you to our sheriffs and t 
499	499	Fri Dec 15 17:35:59 +0000 2017	52616	9866	To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU	To each member of the graduating class from the National Academy at Quantico CONGRATULATIONS 
